time	date	datetime	milliseconds	mean	median	upper	lower
2024.202	2024-03-13	2024-03-13T17:31:12	1710351072199	21.007491227819028	20.53903465080237	44.246493228953135	9.7970605814757
2023.6827692307693	2023-09-06	2023-09-06T05:03:30	1693976610661	15.667353748081917	15.614702423379606	22.1522198169564	11.078075573622021
2023.1635384615386	2023-02-28	2023-02-28T16:35:49	1677602149123	12.390869317379671	12.326911137477738	16.45185827611658	9.357452242399477
2022.6443076923078	2022-08-23	2022-08-23T04:08:07	1661227687584	8.555023250934992	8.483142280122387	12.666275794336	6.08350029749704
2022.1250769230771	2022-02-14	2022-02-14T15:40:26	1644853226046	7.666180713463032	7.630288242746184	11.190653747843708	5.389305401005901
2021.6058461538464	2021-08-09	2021-08-09T03:12:44	1628478764507	5.496159497281987	5.448058821645521	9.16104705642546	3.190327796697604
2021.0866153846157	2021-01-31	2021-01-31T14:45:02	1612104302969	3.751477434956596	3.6971428318299644	6.882254067799677	2.104018576323735
2020.567384615385	2020-07-25	2020-07-25T02:17:21	1595643441430	81.61685818455409	76.90075011876766	239.29004211880502	26.747023820167456
2020.0481538461543	2020-01-17	2020-01-17T13:49:39	1579268979893	18.515048363932454	18.477044973525008	23.545150229648378	14.50217274143315
2019.5289230769235	2019-07-12	2019-07-12T01:21:58	1562894518354	25.00290886287417	24.8655276896783	37.11040502281891	17.60278233743821
2019.0096923076928	2019-01-03	2019-01-03T12:54:16	1546520056816	15.71799934791791	15.700026319526547	20.234328454543554	12.626319248129697
2018.4904615384621	2018-06-28	2018-06-28T00:26:35	1530145595277	28.60647879599126	28.458522855313568	42.74291690238087	19.613001850641584
2017.9712307692314	2017-12-20	2017-12-20T11:58:53	1513771133739	14.455963470028204	14.4669074948582	18.742372773336825	11.090018861167025
2017.4520000000007	2017-06-13	2017-06-13T23:31:12	1497396672201	12.49409452348976	12.364859562007174	18.397193324575134	8.843712384524844
2016.93276923077	2016-12-05	2016-12-05T11:03:30	1480935810662	8.385150924154551	8.345656048157426	12.40717412847722	5.8585602733755655
2016.4135384615392	2016-05-29	2016-05-29T22:35:49	1464561349125	41.08175467007241	40.56067563975074	62.9731352234167	28.015725349563695
2015.8943076923085	2015-11-22	2015-11-22T10:08:07	1448186887586	7.332952807355386	7.333118197442997	9.321539927674936	5.646168522855392
2015.3750769230778	2015-05-16	2015-05-16T21:40:26	1431812426048	12.115004523821584	11.878893041786307	20.04347186986116	7.352036324545738
2014.855846153847	2014-11-08	2014-11-08T09:12:44	1415437964509	6.961046246472948	6.9211558559741	10.399666680498044	4.957197433337922
2014.3366153846164	2014-05-02	2014-05-02T20:45:02	1399063502972	32.31353043427263	31.85380394666078	50.506033421825215	21.39553581815213
2013.8173846153857	2013-10-25	2013-10-25T08:17:21	1382689041433	8.107750716952284	8.08427133719154	10.647660008785431	6.2475212743447575
2013.298153846155	2013-04-18	2013-04-18T19:49:39	1366314579895	27.760616053823007	27.653731493668403	43.18023472992152	18.675162992947048
2012.7789230769242	2012-10-10	2012-10-10T07:21:58	1349853718356	8.912294022776578	8.84131045786309	12.04509090257708	6.673238244941195
2012.2596923076935	2012-04-03	2012-04-03T18:54:16	1333479256818	6.8331107574276855	6.829123830501951	9.773517014344556	5.110085720294848
2011.7404615384628	2011-09-27	2011-09-27T06:26:35	1317104795279	11.43882494045183	11.357127203510624	17.457871228603118	7.450679617673985
2011.221230769232	2011-03-21	2011-03-21T17:58:53	1300730333742	34.98882679459208	34.839157244896604	55.178861684983254	23.028940265235576
2010.7020000000014	2010-09-13	2010-09-13T05:31:12	1284355872204	1.1288787383585552	1.1402014074453457	1.9013779276428082	0.6582222172351077
2010.7020000000014	2010-09-13	2010-09-13T05:31:12	1284355872204	1.1288787383585552	1.1402014074453457	1.9013779276428082	0.6582222172351077
2010.1827692307706	2010-03-07	2010-03-07T17:03:30	1267981410665	1.1288787383585552	1.1402014074453457	1.9013779276428082	0.6582222172351077
2009.66353846154	2009-08-30	2009-08-30T04:35:49	1251606949127	1.1288787383585552	1.1402014074453457	1.9013779276428082	0.6582222172351077
