"test","h1n1_num","h1n1_num_LL","h1n1_num_UL","h3n2_num","h3n2_num_LL","h3n2_num_UL","date","h1n1_num_roll","h1n1_num_roll_LL","h1n1_num_roll_UL","h3n2_num_roll","h3n2_num_roll_LL","h3n2_num_roll_UL","test_roll","diff"
13738,455.9079140012,435.58086568506,473.453538523709,731.0920859988,713.546461476291,751.41913431494,2010-09-13,468.860449228783,450.198691556166,486.088240920688,736.926217437884,719.851494714426,755.814374510985,13998.8,7
14184,363.289618679388,352.262962783153,376.456630117829,746.043714653945,733.252300350341,757.445967685017,2010-09-20,381.109204170026,358.320404930844,405.479178698418,716.25746249664,692.005807792183,739.164581559758,14043.4,7
14480,341.46369811958,313.665307114914,368.021505739783,690.03630188042,663.694496245055,718.050694869925,2010-09-27,328.93385611384,295.15274897219,370.328840619092,727.578265098281,685.224508833587,764.114600407374,14531.2,7
14710,236.267800639077,198.805825259921,285.368682889217,680.732199360923,631.631317110782,718.194174740079,2010-10-04,284.653897245224,244.569049727624,337.916776914889,732.458223966897,678.23657253779,775.29829965194,14978.6,7
15544,247.740249129955,175.448784017901,348.343845824923,789.987023597318,683.997968985465,875.463030426908,2010-10-11,260.293519651448,215.844703563773,319.231901922246,708.151934894007,648.179661436799,755.280859722157,15229.8,7
15975,234.50811965812,182.66236946223,311.393220002695,755.49188034188,678.606779997305,807.33763053777,2010-10-18,233.468641443893,189.682584119496,293.362141178688,684.676813101561,623.706221783389,731.099778769466,15429.6,7
15440,241.487730710507,208.641231963899,283.032255154612,624.512269289493,582.967744845388,657.358768036101,2010-10-25,241.658250779216,196.789899197592,301.091290460621,663.287203766238,602.777072501456,710.79246369137,15852.8,7
15479,207.339307081807,182.854709893528,238.672702021994,572.660692918193,541.327297978006,597.145290106472,2010-11-01,241.278870272803,201.743812520708,291.116669572064,644.721129727197,594.883330427936,684.256187479292,16292.6,7
16826,277.215847315693,234.342400650399,324.014429298883,573.784152684308,526.985570701117,616.657599349601,2010-11-08,266.618402347705,224.471200091681,315.277908389918,681.848264318961,633.263877703716,724.070586001953,16997,7
17743,245.843346597889,200.218350633485,298.470741382135,697.156653402111,644.529258617865,742.781649366515,2010-11-15,311.284409901995,261.760531739574,365.462460142178,753.484582346067,699.457413705014,803.006640604675,17979.2,7
19497,361.20578003263,296.299307317094,432.199414091966,941.127553300704,870.509516376204,1006.40962315108,2010-11-22,392.267372270018,335.815267145605,451.461364195567,908.634953311377,849.629402698441,965.122798245461,19139.4,7
20351,464.817768481955,395.08789020336,533.95501391591,982.693859425022,913.935424851878,1052.03904104971,2010-11-29,575.22497066003,515.643674655374,636.394483764397,1164.86494112826,1103.8935639519,1224.47136612328,20549,7
21280,612.254118921924,553.128386923683,668.667222288942,1348.41254774474,1292.18724294514,1407.7260783104,2010-12-06,986.212409730802,924.542501034786,1047.7904727851,1548.87368734359,1487.49674432731,1610.5653996727,22303.6,7
23874,1192.00383926575,1133.48443819925,1248.68002714303,1854.93409176873,1798.30637696841,1913.40043873867,2010-12-13,1690.16448780055,1626.23079614664,1751.4870394265,1999.71112383696,1938.70912172202,2063.77212502409,24931,7
26516,2300.78054195175,2244.71248253054,2355.45068648567,2617.20038447877,2562.54516049493,2673.25181711363,2010-12-20,2668.98601402633,2599.98347815166,2733.04540507355,2574.32165380852,2510.68337479451,2643.56668619634,28999.8,7
32634,3880.96617038135,3804.74078287637,3950.68224729894,3195.31473576752,3126.57140334976,3272.44324990805,2010-12-27,3786.54729121794,3709.45681059329,3857.49956688938,3024.82704328358,2954.25831993186,3102.12246070789,33503.8,7
40695,5358.92539961087,5263.85130022844,5441.74684215117,3855.74650928284,3773.80669021432,3951.01184691097,2011-01-03,5007.04282006183,4919.36573528219,5085.89176357015,3380.01059489946,3301.72330766289,3468.0910258655,38297.8,7
43800,6200.06050487996,6100.49504913186,6290.93803136811,3600.93949512004,3510.06196863189,3700.50495086814,2011-01-10,6212.03729421442,6117.16096637086,6295.54478037351,3578.41993546076,3495.47112146342,3673.70293484799,42977.4,7
47844,7294.48148348521,7183.02906164373,7390.64101054687,3630.85184984812,3535.63131562356,3743.2432645267,2011-01-17,7378.91949000277,7275.53553610979,7469.94337361535,3657.08155844264,3566.53447723229,3760.80423769263,47399.6,7
49914,8325.75291271471,8233.68863797391,8403.71577050244,3609.24708728529,3531.28422949756,3701.31136202609,2011-01-24,8421.2435352397,8317.92560288231,8511.46936343155,3584.42313142696,3494.49778094299,3688.04154149223,50445,7
54745,9715.3771493231,9596.61363157098,9822.67521350816,3588.6228506769,3481.8881821941,3707.94976413127,2011-01-31,9123.04705616912,9016.31812182599,9214.96603602592,3552.01961049755,3460.40110834862,3659.04902254855,52808.2,7
55922,10570.5456257955,10475.8016340911,10649.3767912322,3492.45437420446,3413.62320876784,3587.19836590894,2011-02-07,9031.35997513788,8924.9306538117,9122.07355261967,3397.74002486212,3307.20476829462,3504.30278434884,52212.4,7
55616,9709.07810952704,9592.45764385026,9808.42139433998,3438.92189047296,3339.57860566003,3555.54235614974,2011-02-14,8594.43393677347,8489.93009491756,8683.31209729618,3122.46606322653,3033.76622361812,3227.10334324298,51042.8,7
44865,6836.046078329,6726.0917215723,6926.17859351562,2859.453921671,2769.6496153536,2969.51207352816,2011-02-21,7374.56146433034,7279.53228365548,7453.18816392382,2761.33853566966,2682.77747785002,2856.38847536461,47540.2,7
44066,6141.12272089266,6058.6858435032,6209.90849388496,2232.87727910734,2164.09150611504,2315.3141564968,2011-02-28,5946.49090718587,5858.56756599521,6019.23982406214,2326.20909281414,2253.52581771171,2414.15319302488,43458.2,7
37232,3616.01478710747,3544.62457526058,3672.05554664639,1782.98521289253,1726.94445335361,1854.37542473942,2011-03-07,4479.21803957319,4404.24809604913,4541.50531116953,1829.74862709347,1767.60211669795,1904.81444906459,38501,7
35512,3430.19284007315,3370.9780457897,3479.63509192373,1316.80715992685,1267.36490807627,1376.0219542103,2011-03-14,3422.91133562598,3361.22912895768,3475.22278766768,1403.51533104069,1351.3067431213,1465.27195415302,34945.8,7
30830,2372.71377146367,2320.86029411988,2419.74882987693,956.619561869662,909.960100591239,1008.84863634829,2011-03-21,2392.21925409681,2339.16089837459,2438.31507673745,1069.47407923652,1023.51982895422,1122.6455596388,30993.8,7
27089,1554.51255859293,1510.99688611503,1594.76597600638,728.287441407069,688.172747470341,771.799598970273,2011-03-28,1785.11887989669,1741.06845876368,1824.97678040275,791.974453436639,752.258125288924,836.137999249716,27893.4,7
24306,987.66231324684,948.344690587748,1025.36993923383,562.671020086493,525.156935279659,602.182183925737,2011-04-04,1160.99715291141,1124.46956663334,1194.66572111008,568.896180421928,535.369184581591,605.536891380053,24263.6,7
21730,580.512916106882,554.162377206015,605.364064972887,395.487083893118,370.635935027113,421.837622793985,2011-04-11,732.441280079893,702.653001431719,760.526486160415,414.585386586774,386.566633437626,444.411670488038,21546.8,7
17363,309.584205146705,287.983585138017,328.079795460397,201.415794853295,182.920204539603,223.016414861982,2011-04-18,453.282927696595,429.234263554711,476.12460560155,292.950405636739,270.161991731325,317.043721495137,19105.2,7
17246,229.934407306105,211.777468111785,249.052655128586,185.065592693895,165.947344871414,203.222531888215,2011-04-25,287.37379838056,268.266593695751,305.807461389167,201.192868286107,182.773761041011,220.3060164514,17246.8,7
14881,158.720796676442,143.903196729989,172.756573212055,120.112536656891,106.149538938837,134.959854005764,2011-05-02,211.653493587278,195.660957796652,227.266076467763,140.513173079389,124.915145962415,156.511652350498,15837.4,7
15014,158.116666666667,143.506341292946,173.784218171912,103.883333333333,88.2157818280879,118.493658707054,2011-05-09,198.383757642395,183.869551485604,212.803690563267,124.982909024272,110.577531866912,139.503058661547,15174.4,7
14683,201.911392140468,191.134197710524,212.657140365868,92.0886078595318,81.3428596341321,102.865802289476,2011-05-16,211.447161644502,198.698989072443,223.69792116477,110.719505022164,98.4833012654082,123.473621074708,14486.8,7
14048,243.23552542229,229.026553582774,255.767865937912,123.76447457771,111.232134062088,137.973446417226,2011-05-23,253.981256277468,242.999459071029,264.595710746765,116.418743722532,105.804289253235,127.400540928971,14421.4,7
13808,295.251427316645,285.924656045979,303.523808136103,113.748572683355,105.476191863897,123.075343954021,2011-05-30,292.15810812932,282.549522806738,300.906855642461,127.24189187068,118.493144357539,136.850477193263,14142.2,7
14554,371.39126984127,365.40554672292,377.245521122029,148.60873015873,142.754478877971,154.59445327708,2011-06-06,317.360123769731,307.540683988445,326.472605170983,152.639876230269,143.527394829017,162.459316011555,13885.2,7
13618,349.000925925926,341.25665997149,355.339942650392,157.999074074074,151.660057349608,165.74334002851,2011-06-13,322.94297595023,313.797541822917,331.802822378997,179.85702404977,170.997177621003,189.002458177083,13641.4,7
13398,327.921470342523,316.09000361906,340.485888008477,219.078529657477,206.514111991523,230.90999638094,2011-06-20,342.154372487765,330.270956856916,354.779872140552,232.045627512235,219.420127859447,243.929043143084,13468.2,7
12829,271.149786324786,260.310842755136,282.418951977984,259.850213675214,248.581048022016,270.689157244864,2011-06-27,336.215327008899,323.046849280891,350.482154341407,288.584672991101,274.317845658593,301.753150719109,13091.6,7
12942,391.308410004318,368.291731215974,418.40905694388,374.691589995682,347.59094305612,397.708268784026,2011-07-04,340.760234194793,325.243542113004,357.586993257493,349.639765805207,332.813006742507,365.156457886996,12869.2,7
12671,341.696042446941,329.285008842797,355.756932126301,431.303957553059,417.243067873699,443.714991157203,2011-07-11,339.251220968355,322.147272067612,358.030289068514,400.148779031645,381.369710931485,417.252727932388,12384,7
12506,371.725461855396,352.240124132053,390.864137230821,463.274538144604,444.135862769179,482.759875867947,2011-07-18,356.350989601391,338.729468904298,375.578493215985,424.849010398609,405.621506784015,442.470531095702,12171.8,7
