"test","h1n1_num","h1n1_num_LL","h1n1_num_UL","h3n2_num","h3n2_num_LL","h3n2_num_UL","date","h1n1_num_roll","h1n1_num_roll_LL","h1n1_num_roll_UL","h3n2_num_roll","h3n2_num_roll_LL","h3n2_num_roll_UL","test_roll","diff"
16607,434.920798891374,418.535263205913,447.972330258253,106.936343965769,93.7950952940035,123.562151512156,2010-04-19,523.463666805989,507.675534596792,536.033035506525,100.428755554259,88.286331598668,116.707379631718,15682,7
14905,361.594116802423,349.809777223654,371.428921112582,87.1558831975773,77.174502047418,99.4669382975276,2010-04-26,455.305816222618,441.278555893755,467.554277006937,106.653272804297,94.9627589079187,121.266270762419,14992.6,7
13838,473.131474253657,458.620628711833,484.226757155901,111.875668603486,102.677442955053,127.256782591849,2010-05-03,394.496948466683,379.614241374751,406.973863565907,119.971969282235,108.045289288599,135.333183417506,14605.2,7
13653,392.94613610551,376.225812794768,408.306672883202,120.55386389449,106.001237459333,138.082097547767,2010-05-10,367.196122021741,352.780595143215,379.288344017242,127.301367155748,115.777323726813,142.147346705428,14093.8,7
14023,309.892216280452,294.879724937585,322.934636419594,173.338086749851,160.57816868719,188.297947138228,2010-05-17,355.526036414731,340.892785355193,367.326882563171,164.607167048472,153.39545158943,179.576361180516,13683.8,7
14050,298.416666666667,284.367032048233,309.54473251493,143.583333333333,132.45526748507,157.632967951767,2010-05-24,331.051892101634,317.35250492782,342.960133192193,191.87988279014,180.181360938218,205.741159347153,13568.6,7
12855,303.243688767373,290.370728283544,311.62161384223,273.684882661198,265.265141360503,286.61201067297,2010-05-31,311.460892800174,299.35724548102,322.237755853817,205.5208820916,194.769318434185,217.747255141379,13490.4,7
13262,350.760752688172,340.919226574967,362.393010301007,248.239247311828,236.606989698993,258.080773425033,2010-06-07,328.250938141464,317.301447147363,338.117125108082,211.506998366472,201.659684316779,222.613813911793,13256.4,7
13262,294.991139598209,286.24951556077,304.694786191327,188.758860401791,178.941024939168,198.112576518896,2010-06-14,342.696604540671,332.850812861899,352.103343166328,224.427998633932,215.054688688712,234.437058344407,13320,7
12853,393.8424429869,384.6007332693,402.331482690919,203.268668124211,195.029998100164,212.6307409903,2010-06-21,363.609471065271,354.980139243832,372.438904461926,212.329417823618,203.541776352568,221.111184171171,13099.8,7
14368,370.644998662701,362.113860620914,379.475822806159,208.188334670632,199.430289344733,216.749190114839,2010-06-28,410.91175331707,393.177625646577,423.052490175971,212.427135571819,200.328190638522,230.313697768427,12826.4,7
11754,407.808021390374,401.01736019321,413.299420320218,213.191978609626,207.700579679782,219.98263980679,2010-07-05,469.494842857745,450.465729310719,481.656764149321,225.294046031144,213.196754439074,244.353175688352,12526,7
11895,587.272163947164,531.906658588687,615.460938871235,248.727836052836,220.539061128765,304.093341411313,2010-07-12,530.833913447882,512.175028604659,542.342085910161,240.332753218784,228.839136520017,258.997581542492,12569.2,7
11760,587.906587301587,572.690033881483,597.716156058075,253.093412698413,243.283843941925,268.309966118517,2010-07-19,626.468218511292,606.922021452675,638.088248262938,275.665114822041,264.082644783879,295.248871594143,12047.6,7
13069,700.537795937584,693.147229738999,705.758091495118,278.462204062416,273.241908504882,285.852770261,2010-07-26,722.764108685387,701.581412821724,735.620663550204,316.649224647946,303.913463582646,337.867371276274,12089.8,7
11760,848.816523979751,835.848824860992,858.206634570045,384.850142686915,375.64783066404,398.005640373093,2010-08-02,769.305835187518,757.081431665399,778.486636885063,367.707498145815,358.760169388237,380.080031573049,12203,7
11965,889.287472260849,874.314317038455,900.961496756546,418.112527739151,406.854673673618,433.075138217444,2010-08-09,821.542891757126,809.517713652288,831.367291058389,452.837108242874,443.364501705513,465.128736076762,12392.6,7
12461,819.980796457819,809.406752807063,829.790805545533,504.019203542181,494.772590156722,515.156642895192,2010-08-16,816.440137756181,802.527719381794,827.898471559479,553.959862243819,542.888070348936,568.246809923804,12676.2,7
12708,849.091870149627,834.87144381593,862.119426924705,678.741463183707,666.305505528303,693.553488637079,2010-08-23,748.400230842408,733.61536717183,761.076251889781,623.666435824259,611.339396971817,638.788269086952,12945.2,7
14487,675.02402593286,658.19725838653,688.413994000568,784.07597406714,770.859751721995,801.443139496215,2010-08-30,661.724319190478,645.868676901151,675.574660243214,686.262347476188,672.677754532352,702.457068306451,13299.8,7
13105,508.616989410887,491.287063811171,524.095536221553,733.383010589113,717.904463778447,750.712936188829,2010-09-06,570.386083634792,554.439918896369,584.907825157673,734.667249698541,720.373696571075,750.914933264416,13644.4,7
