"year_month","region","climate","epoch","antigen_drift","inter_air_traffic","persistence"
"2022-12","Oceania","most-tropical","pan2",0.2420315048203,0.820736116689435,0.120860108700569
"2023-01","Oceania","most-tropical","pan2",0.235296724490941,0.799827932086276,0.14372063999218
"2023-02","Oceania","most-tropical","pan2",0.228272687992389,0.729339477440366,0.165358831091251
"2023-03","Oceania","most-tropical","pan2",0.211744106493605,0.858110231764161,0.187406720086654
"2023-04","Oceania","most-tropical","pan2",0.197477155356308,0.851900368765202,0.218227754375007
"2023-05","Oceania","most-tropical","post",0.185419002887382,0.829993035069085,0.221362863694887
"2023-06","Oceania","most-tropical","post",0.171960943040004,0.811218930451654,0.212383842665096
"2023-07","Oceania","most-tropical","post",0.159804745409027,0.890906660260312,0.190089681690102
"2023-08","Oceania","most-tropical","post",0.144247566154244,0.88782897828155,0.180303534089821
"2023-09","Oceania","most-tropical","post",0.12990861801787,0.892920446421678,0.182095695069969
"2023-10","Oceania","most-tropical","post",0.126157666364607,0.929748988827347,0.192545740930694
"2023-11","Oceania","most-tropical","post",0.134533333605448,0.900430833554687,0.224890373646161
"2023-12","Oceania","most-tropical","post",0.15194243078185,0.924901136060467,0.230505272666839
"2017-01","Russia","most-other","pre",0.1770974797195,0.530321099213404,0.23521909002582
"2017-02","Russia","most-other","pre",0.183169001508992,0.485338717794982,0.29644431864183
"2017-03","Russia","most-other","pre",0.173779807797439,0.535320890329436,0.311614960211461
"2017-04","Russia","most-other","pre",0.172999225272581,0.550655635278639,0.285705956622941
"2017-05","Russia","most-other","pre",0.172722474609707,0.614343142084727,0.233086938279381
"2017-06","Russia","most-other","pre",0.194491173775054,0.706807800479588,0.197851988780521
"2017-07","Russia","most-other","pre",0.200098976430755,0.758568206286169,0.180640136161165
"2017-08","Russia","most-other","pre",0.202382585460525,0.759633688112049,0.169369590558759
"2017-09","Russia","most-other","pre",0.196192678955841,0.701757553180643,0.160454430915604
"2017-10","Russia","most-other","pre",0.202480723474584,0.637536090347119,0.159487280069136
"2017-11","Russia","most-other","pre",0.195002623318286,0.561296450789425,0.178049298535288
"2017-12","Russia","most-other","pre",0.198258895034789,0.560802882853357,0.213170634247989
"2018-01","Russia","most-other","pre",0.192399439301306,0.572509411640403,0.249824740928453
"2018-02","Russia","most-other","pre",0.1968066194987,0.526103841833291,0.26933865985689
"2018-03","Russia","most-other","pre",0.197444597294902,0.608072804105837,0.295100751713096
"2018-04","Russia","most-other","pre",0.210295377529758,0.625049805228719,0.285700358221302
"2018-05","Russia","most-other","pre",0.209572519620934,0.691979700412942,0.277421170500611
"2018-06","Russia","most-other","pre",0.209387163925301,0.800345578562881,0.252721230827492
"2018-07","Russia","most-other","pre",0.206792958018045,0.840977965808067,0.252243225355519
"2018-08","Russia","most-other","pre",0.221601371915388,0.83446900248705,0.24263605273792
"2018-09","Russia","most-other","pre",0.208196669836442,0.781422195466558,0.22509954490451
"2018-10","Russia","most-other","pre",0.191901189583962,0.708174052074715,0.209166820736729
"2018-11","Russia","most-other","pre",0.16753834562718,0.631270265650646,0.203521285224081
"2018-12","Russia","most-other","pre",0.164108030176145,0.659147653885861,0.225161587397073
"2019-01","Russia","most-other","pre",0.157951186735369,0.659180404114679,0.274534875680959
"2019-02","Russia","most-other","pre",0.159749399822851,0.584217792030492,0.33597132985765
"2019-03","Russia","most-other","pre",0.157996574894129,0.675989372261436,0.251086212433104
"2019-04","Russia","most-other","pre",0.169157308415303,0.686827962122219,0.134155692281823
"2019-05","Russia","most-other","pre",0.218400680438471,0.765756939374235,0.010686118132259
"2019-06","Russia","most-other","pre",0.257310479417009,0.833312560661698,0.0259303005856354
"2019-07","Russia","most-other","pre",0.267758827577549,0.887066795769689,0.058046944877
"2019-08","Russia","most-other","pre",0.219071645880763,0.879584583599357,0.0927642198153641
"2019-09","Russia","most-other","pre",0.192847983358861,0.832329243720838,0.122971665479166
"2019-10","Russia","most-other","pre",0.179378006428701,0.737987407016256,0.151512733190856
"2019-11","Russia","most-other","pre",0.196369133773408,0.665866079801082,0.17918297737906
"2019-12","Russia","most-other","pre",0.204148321372902,0.680687699257079,0.208142824307973
"2020-01","Russia","most-other","pre",0.229802262769135,0.684303069923127,0.236218628575569
"2020-02","Russia","most-other","pre",0.247643454446193,0.603647241383421,0.291101132915167
"2020-03","Russia","most-other","pre",0.269554381131818,0.511858418099142,0.211860597288696
"2020-04","Russia","most-other","pan1",0.278158182867201,0.146794047697989,0.123127081018045
"2020-05","Russia","most-other","pan1",0.28143494448513,0.156405256191847,-9.25185853854297e-18
"2020-06","Russia","most-other","pan1",0.28471170610306,0.257180140492695,-9.25185853854297e-18
"2020-07","Russia","most-other","pan1",0.287988467720989,0.480148443015933,-9.25185853854297e-18
"2020-08","Russia","most-other","pan1",0.291265229338919,0.581639087617972,-9.25185853854297e-18
"2020-09","Russia","most-other","pan1",0.294541990956848,0.526871099844107,-9.25185853854297e-18
"2020-10","Russia","most-other","pan1",0.297818752574778,0.441097209044016,-9.25185853854297e-18
"2020-11","Russia","most-other","pan1",0.301095514192707,0.329465913203099,-9.25185853854297e-18
"2020-12","Russia","most-other","pan1",0.304372275810637,0.383039385564046,-9.25185853854297e-18
"2021-01","Russia","most-other","pan1",0.310175353896978,0.479579190805495,-9.25185853854297e-18
"2021-02","Russia","most-other","pan1",0.318504748451732,0.422596801517759,0.0204153975830446
"2021-03","Russia","most-other","pan1",0.329360459474898,0.525425807944095,0.0635060987249499
"2021-04","Russia","most-other","pan2",0.340216170498064,0.562559359789732,0.129209520605315
"2021-05","Russia","most-other","pan2",0.337492581047306,0.696821873819965,0.199419541416644
