"virus","tree_id","season","tmrca"
"by",57,"S_Hemisphere_2019.5",2016.60956677459
"by",57,"S_Hemisphere_2015.5",2005.65743626577
"by",57,"N_Hemisphere_2015",2005.65743626577
"by",57,"N_Hemisphere_2020",2016.60956677459
"by",57,"S_Hemisphere_2017.5",2015.55627171838
"by",57,"N_Hemisphere_2018",2013.93846338929
"by",57,"N_Hemisphere_2019",2015.7762283289
"by",57,"N_Hemisphere_2016",2005.65743626577
"by",57,"S_Hemisphere_2016.5",2005.65743626577
"by",57,"N_Hemisphere_2017",2011.89301158224
"by",57,"S_Hemisphere_2018.5",2016.60956677459
"by",57,"S_Hemisphere_2020.5",2020.18852459016
"by",58,"N_Hemisphere_2012",2005.80379039604
"by",58,"N_Hemisphere_2013",2005.80379039604
"by",58,"N_Hemisphere_2011",2005.80379039604
"by",58,"N_Hemisphere_2014",2005.80379039604
"by",58,"S_Hemisphere_2012.5",2005.80379039604
"by",58,"S_Hemisphere_2013.5",2005.80379039604
"by",58,"S_Hemisphere_2014.5",2005.80379039604
"by",58,"S_Hemisphere_2011.5",2005.80379039604
"by",58,"S_Hemisphere_2019.5",2016.47060015892
"by",58,"S_Hemisphere_2015.5",2005.80379039604
"by",58,"N_Hemisphere_2015",2005.80379039604
"by",58,"N_Hemisphere_2020",2016.47060015892
"by",58,"S_Hemisphere_2017.5",2015.57459164972
"by",58,"N_Hemisphere_2018",2013.99361373659
"by",58,"N_Hemisphere_2019",2016.05566742177
"by",58,"N_Hemisphere_2016",2005.80379039604
"by",58,"S_Hemisphere_2016.5",2005.80379039604
"by",58,"N_Hemisphere_2017",2011.82632851546
"by",58,"S_Hemisphere_2018.5",2016.47060015892
"by",58,"S_Hemisphere_2020.5",2020.18852459016
"by",59,"N_Hemisphere_2012",2006.34490737884
"by",59,"N_Hemisphere_2013",2006.34490737884
"by",59,"N_Hemisphere_2011",2006.34490737884
"by",59,"N_Hemisphere_2014",2006.34490737884
"by",59,"S_Hemisphere_2012.5",2006.34490737884
"by",59,"S_Hemisphere_2013.5",2006.34490737884
"by",59,"S_Hemisphere_2014.5",2006.34490737884
"by",59,"S_Hemisphere_2011.5",2006.34490737884
"by",59,"S_Hemisphere_2019.5",2016.61379191711
"by",59,"S_Hemisphere_2015.5",2006.34490737884
"by",59,"N_Hemisphere_2015",2006.34490737884
"by",59,"N_Hemisphere_2020",2016.69734756103
"by",59,"S_Hemisphere_2017.5",2015.675107792
"by",59,"N_Hemisphere_2018",2014.17660212461
"by",59,"N_Hemisphere_2019",2016.03634680574
"by",59,"N_Hemisphere_2016",2006.34490737884
"by",59,"S_Hemisphere_2016.5",2006.34490737884
"by",59,"N_Hemisphere_2017",2011.99098693681
"by",59,"S_Hemisphere_2018.5",2016.61379191711
"by",59,"S_Hemisphere_2020.5",2020.18852459016
"by",60,"N_Hemisphere_2012",2005.22934619552
"by",60,"N_Hemisphere_2013",2005.22934619552
"by",60,"N_Hemisphere_2011",2005.22934619552
"by",60,"N_Hemisphere_2014",2005.22934619552
"by",60,"S_Hemisphere_2012.5",2005.22934619552
"by",60,"S_Hemisphere_2013.5",2005.22934619552
"by",60,"S_Hemisphere_2014.5",2005.22934619552
"by",60,"S_Hemisphere_2011.5",2005.22934619552
"by",60,"S_Hemisphere_2019.5",2016.51986363659
"by",60,"S_Hemisphere_2015.5",2005.22934619552
"by",60,"N_Hemisphere_2015",2005.22934619552
"by",60,"N_Hemisphere_2020",2016.51986363659
"by",60,"S_Hemisphere_2017.5",2015.56940413425
"by",60,"N_Hemisphere_2018",2013.91970371728
"by",60,"N_Hemisphere_2019",2015.81329830046
"by",60,"N_Hemisphere_2016",2005.22934619552
"by",60,"S_Hemisphere_2016.5",2005.22934619552
"by",60,"N_Hemisphere_2017",2012.03502301937
"by",60,"S_Hemisphere_2018.5",2016.51986363659
"by",60,"S_Hemisphere_2020.5",2020.18852459016
"by",61,"N_Hemisphere_2012",2005.33910169285
"by",61,"N_Hemisphere_2013",2005.33910169285
"by",61,"N_Hemisphere_2011",2005.33910169285
"by",61,"N_Hemisphere_2014",2005.33910169285
"by",61,"S_Hemisphere_2012.5",2005.33910169285
"by",61,"S_Hemisphere_2013.5",2005.33910169285
"by",61,"S_Hemisphere_2014.5",2005.33910169285
"by",61,"S_Hemisphere_2011.5",2005.33910169285
"by",61,"S_Hemisphere_2019.5",2016.37472125729
"by",61,"S_Hemisphere_2015.5",2005.33910169285
"by",61,"N_Hemisphere_2015",2005.33910169285
"by",61,"N_Hemisphere_2020",2016.37472125729
"by",61,"S_Hemisphere_2017.5",2015.54048952932
"by",61,"N_Hemisphere_2018",2014.14457573052
"by",61,"N_Hemisphere_2019",2015.92569110625
"by",61,"N_Hemisphere_2016",2005.33910169285
"by",61,"S_Hemisphere_2016.5",2005.33910169285
"by",61,"N_Hemisphere_2017",2012.19773500041
"by",61,"S_Hemisphere_2018.5",2016.37472125729
"by",61,"S_Hemisphere_2020.5",2020.18852459016
"by",62,"N_Hemisphere_2012",2006.94871483307
"by",62,"N_Hemisphere_2013",2006.94871483307
"by",62,"N_Hemisphere_2011",2006.94871483307
"by",62,"N_Hemisphere_2014",2006.94871483307
"by",62,"S_Hemisphere_2012.5",2006.94871483307
"by",62,"S_Hemisphere_2013.5",2006.94871483307
"by",62,"S_Hemisphere_2014.5",2006.94871483307
"by",62,"S_Hemisphere_2011.5",2006.94871483307
"by",62,"S_Hemisphere_2019.5",2016.41342230091
"by",62,"S_Hemisphere_2015.5",2006.94871483307
"by",62,"N_Hemisphere_2015",2006.94871483307
"by",62,"N_Hemisphere_2020",2016.41342230091
"by",62,"S_Hemisphere_2017.5",2015.37827313164
"by",62,"N_Hemisphere_2018",2014.13750462792
"by",62,"N_Hemisphere_2019",2015.85766731902
"by",62,"N_Hemisphere_2016",2006.94871483307
"by",62,"S_Hemisphere_2016.5",2006.94871483307
"by",62,"N_Hemisphere_2017",2011.9226332424
"by",62,"S_Hemisphere_2018.5",2016.41342230091
"by",62,"S_Hemisphere_2020.5",2020.18852459016
"by",63,"N_Hemisphere_2012",2006.7026342587
"by",63,"N_Hemisphere_2013",2006.7026342587
"by",63,"N_Hemisphere_2011",2006.7026342587
"by",63,"N_Hemisphere_2014",2006.7026342587
"by",63,"S_Hemisphere_2012.5",2006.7026342587
"by",63,"S_Hemisphere_2013.5",2006.7026342587
"by",63,"S_Hemisphere_2014.5",2006.7026342587
"by",63,"S_Hemisphere_2011.5",2006.7026342587
"by",63,"S_Hemisphere_2019.5",2016.43703846929
"by",63,"S_Hemisphere_2015.5",2006.7026342587
"by",63,"N_Hemisphere_2015",2006.7026342587
"by",63,"N_Hemisphere_2020",2016.43703846929
"by",63,"S_Hemisphere_2017.5",2015.42821623487
"by",63,"N_Hemisphere_2018",2014.00554516358
"by",63,"N_Hemisphere_2019",2015.61911233363
"by",63,"N_Hemisphere_2016",2006.7026342587
"by",63,"S_Hemisphere_2016.5",2006.7026342587
"by",63,"N_Hemisphere_2017",2012.36886211652
"by",63,"S_Hemisphere_2018.5",2016.41019768328
"by",63,"S_Hemisphere_2020.5",2020.18852459016
"by",64,"N_Hemisphere_2012",2005.56681043948
"by",64,"N_Hemisphere_2013",2005.56681043948
"by",64,"N_Hemisphere_2011",2005.56681043948
"by",64,"N_Hemisphere_2014",2005.56681043948
"by",64,"S_Hemisphere_2012.5",2005.56681043948
"by",64,"S_Hemisphere_2013.5",2005.56681043948
"by",64,"S_Hemisphere_2014.5",2005.56681043948
"by",64,"S_Hemisphere_2011.5",2005.56681043948
"by",64,"S_Hemisphere_2019.5",2016.46656630775
"by",64,"S_Hemisphere_2015.5",2005.56681043948
"by",64,"N_Hemisphere_2015",2005.56681043948
"by",64,"N_Hemisphere_2020",2016.46656630775
"by",64,"S_Hemisphere_2017.5",2015.69999288132
"by",64,"N_Hemisphere_2018",2014.15280971975
"by",64,"N_Hemisphere_2019",2015.93177381453
"by",64,"N_Hemisphere_2016",2005.56681043948
"by",64,"S_Hemisphere_2016.5",2005.56681043948
"by",64,"N_Hemisphere_2017",2011.97310413667
"by",64,"S_Hemisphere_2018.5",2016.46656630775
"by",64,"S_Hemisphere_2020.5",2020.18852459016
"by",65,"N_Hemisphere_2012",2007.51082897477
"by",65,"N_Hemisphere_2013",2007.51082897477
"by",65,"N_Hemisphere_2011",2007.51082897477
"by",65,"N_Hemisphere_2014",2007.51082897477
"by",65,"S_Hemisphere_2012.5",2007.51082897477
"by",65,"S_Hemisphere_2013.5",2007.51082897477
"by",65,"S_Hemisphere_2014.5",2007.51082897477
"by",65,"S_Hemisphere_2011.5",2007.51082897477
"by",65,"S_Hemisphere_2019.5",2016.7299027617
"by",65,"S_Hemisphere_2015.5",2007.51082897477
"by",65,"N_Hemisphere_2015",2007.51082897477
"by",65,"N_Hemisphere_2020",2016.7299027617
"by",65,"S_Hemisphere_2017.5",2015.71647153867
"by",65,"N_Hemisphere_2018",2014.07954100266
"by",65,"N_Hemisphere_2019",2015.83783640539
"by",65,"N_Hemisphere_2016",2007.51082897477
"by",65,"S_Hemisphere_2016.5",2007.51082897477
"by",65,"N_Hemisphere_2017",2011.86656207532
"by",65,"S_Hemisphere_2018.5",2016.5125425596
"by",65,"S_Hemisphere_2020.5",2020.18852459016
"by",66,"N_Hemisphere_2012",2006.82519389862
"by",66,"N_Hemisphere_2013",2006.82519389862
"by",66,"N_Hemisphere_2011",2006.82519389862
"by",66,"N_Hemisphere_2014",2006.82519389862
"by",66,"S_Hemisphere_2012.5",2006.82519389862
"by",66,"S_Hemisphere_2013.5",2006.82519389862
"by",66,"S_Hemisphere_2014.5",2006.82519389862
"by",66,"S_Hemisphere_2011.5",2006.82519389862
"by",66,"S_Hemisphere_2019.5",2016.59326349531
"by",66,"S_Hemisphere_2015.5",2006.82519389862
"by",66,"N_Hemisphere_2015",2006.82519389862
"by",66,"N_Hemisphere_2020",2016.6605097379
"by",66,"S_Hemisphere_2017.5",2015.32561307602
"by",66,"N_Hemisphere_2018",2014.21339337242
"by",66,"N_Hemisphere_2019",2015.79554250298
"by",66,"N_Hemisphere_2016",2006.82519389862
"by",66,"S_Hemisphere_2016.5",2006.82519389862
"by",66,"N_Hemisphere_2017",2012.0049327337
"by",66,"S_Hemisphere_2018.5",2016.59326349531
"by",66,"S_Hemisphere_2020.5",2020.18852459016
"by",67,"N_Hemisphere_2012",2005.62494436092
"by",67,"N_Hemisphere_2013",2005.62494436092
"by",67,"N_Hemisphere_2011",2005.62494436092
"by",67,"N_Hemisphere_2014",2005.62494436092
"by",67,"S_Hemisphere_2012.5",2005.62494436092
"by",67,"S_Hemisphere_2013.5",2005.62494436092
"by",67,"S_Hemisphere_2014.5",2005.62494436092
"by",67,"S_Hemisphere_2011.5",2005.62494436092
"by",67,"S_Hemisphere_2019.5",2016.53665819076
"by",67,"S_Hemisphere_2015.5",2005.62494436092
"by",67,"N_Hemisphere_2015",2005.62494436092
"by",67,"N_Hemisphere_2020",2016.53665819076
"by",67,"S_Hemisphere_2017.5",2015.69238054511
"by",67,"N_Hemisphere_2018",2014.16550854214
"by",67,"N_Hemisphere_2019",2015.99336318764
"by",67,"N_Hemisphere_2016",2005.62494436092
"by",67,"S_Hemisphere_2016.5",2005.62494436092
"by",67,"N_Hemisphere_2017",2012.15169176378
"by",67,"S_Hemisphere_2018.5",2016.53665819076
"by",67,"S_Hemisphere_2020.5",2020.18852459016
"by",68,"N_Hemisphere_2012",2004.53180340515
"by",68,"N_Hemisphere_2013",2004.53180340515
"by",68,"N_Hemisphere_2011",2004.53180340515
"by",68,"N_Hemisphere_2014",2004.53180340515
"by",68,"S_Hemisphere_2012.5",2004.53180340515
"by",68,"S_Hemisphere_2013.5",2004.53180340515
"by",68,"S_Hemisphere_2014.5",2004.53180340515
"by",68,"S_Hemisphere_2011.5",2004.53180340515
"by",68,"S_Hemisphere_2019.5",2016.5555335644
"by",68,"S_Hemisphere_2015.5",2004.53180340515
"by",68,"N_Hemisphere_2015",2004.53180340515
"by",68,"N_Hemisphere_2020",2016.5555335644
"by",68,"S_Hemisphere_2017.5",2015.73587827208
"by",68,"N_Hemisphere_2018",2014.09262396679
"by",68,"N_Hemisphere_2019",2016.07765019877
"by",68,"N_Hemisphere_2016",2004.53180340515
"by",68,"S_Hemisphere_2016.5",2004.53180340515
"by",68,"N_Hemisphere_2017",2011.8076053862
"by",68,"S_Hemisphere_2018.5",2016.51442355907
"by",68,"S_Hemisphere_2020.5",2020.18852459016
"by",69,"N_Hemisphere_2012",2005.9512722464
"by",69,"N_Hemisphere_2013",2005.9512722464
"by",69,"N_Hemisphere_2011",2005.9512722464
"by",69,"N_Hemisphere_2014",2005.9512722464
"by",69,"S_Hemisphere_2012.5",2005.9512722464
"by",69,"S_Hemisphere_2013.5",2005.9512722464
"by",69,"S_Hemisphere_2014.5",2005.9512722464
"by",69,"S_Hemisphere_2011.5",2005.9512722464
"by",69,"S_Hemisphere_2019.5",2016.62722788994
"by",69,"S_Hemisphere_2015.5",2005.9512722464
"by",69,"N_Hemisphere_2015",2005.9512722464
"by",69,"N_Hemisphere_2020",2016.62722788994
"by",69,"S_Hemisphere_2017.5",2015.49979635534
"by",69,"N_Hemisphere_2018",2014.0666903317
"by",69,"N_Hemisphere_2019",2015.67598152204
"by",69,"N_Hemisphere_2016",2005.9512722464
"by",69,"S_Hemisphere_2016.5",2005.9512722464
"by",69,"N_Hemisphere_2017",2011.93548758013
"by",69,"S_Hemisphere_2018.5",2016.62722788994
"by",69,"S_Hemisphere_2020.5",2020.18852459016
"by",70,"N_Hemisphere_2012",2005.34741899362
"by",70,"N_Hemisphere_2013",2005.34741899362
"by",70,"N_Hemisphere_2011",2005.34741899362
"by",70,"N_Hemisphere_2014",2005.34741899362
"by",70,"S_Hemisphere_2012.5",2005.34741899362
"by",70,"S_Hemisphere_2013.5",2005.34741899362
"by",70,"S_Hemisphere_2014.5",2005.34741899362
"by",70,"S_Hemisphere_2011.5",2005.34741899362
"by",70,"S_Hemisphere_2019.5",2016.53867270772
"by",70,"S_Hemisphere_2015.5",2005.34741899362
"by",70,"N_Hemisphere_2015",2005.34741899362
"by",70,"N_Hemisphere_2020",2016.67521627442
"by",70,"S_Hemisphere_2017.5",2015.57166753805
"by",70,"N_Hemisphere_2018",2014.15085327095
"by",70,"N_Hemisphere_2019",2015.98031407941
"by",70,"N_Hemisphere_2016",2005.34741899362
"by",70,"S_Hemisphere_2016.5",2005.34741899362
"by",70,"N_Hemisphere_2017",2012.00423829594
"by",70,"S_Hemisphere_2018.5",2016.53867270772
"by",70,"S_Hemisphere_2020.5",2020.18852459016
"by",71,"N_Hemisphere_2012",2004.96163652767
"by",71,"N_Hemisphere_2013",2004.96163652767
"by",71,"N_Hemisphere_2011",2004.96163652767
"by",71,"N_Hemisphere_2014",2004.96163652767
"by",71,"S_Hemisphere_2012.5",2004.96163652767
"by",71,"S_Hemisphere_2013.5",2004.96163652767
"by",71,"S_Hemisphere_2014.5",2004.96163652767
"by",71,"S_Hemisphere_2011.5",2004.96163652767
"by",71,"S_Hemisphere_2019.5",2016.48021723966
"by",71,"S_Hemisphere_2015.5",2004.96163652767
"by",71,"N_Hemisphere_2015",2004.96163652767
"by",71,"N_Hemisphere_2020",2016.48021723966
"by",71,"S_Hemisphere_2017.5",2015.41367145541
"by",71,"N_Hemisphere_2018",2013.62332478412
"by",71,"N_Hemisphere_2019",2016.01998834499
"by",71,"N_Hemisphere_2016",2004.96163652767
"by",71,"S_Hemisphere_2016.5",2004.96163652767
"by",71,"N_Hemisphere_2017",2011.62991152877
"by",71,"S_Hemisphere_2018.5",2016.48021723966
"by",71,"S_Hemisphere_2020.5",2020.18852459016
"by",72,"N_Hemisphere_2012",2005.75735230574
"by",72,"N_Hemisphere_2013",2005.75735230574
"by",72,"N_Hemisphere_2011",2005.75735230574
"by",72,"N_Hemisphere_2014",2005.75735230574
"by",72,"S_Hemisphere_2012.5",2005.75735230574
"by",72,"S_Hemisphere_2013.5",2005.75735230574
"by",72,"S_Hemisphere_2014.5",2005.75735230574
"by",72,"S_Hemisphere_2011.5",2005.75735230574
"by",72,"S_Hemisphere_2019.5",2016.45275556931
"by",72,"S_Hemisphere_2015.5",2005.75735230574
"by",72,"N_Hemisphere_2015",2005.75735230574
"by",72,"N_Hemisphere_2020",2016.45275556931
"by",72,"S_Hemisphere_2017.5",2015.49102209352
"by",72,"N_Hemisphere_2018",2014.18317850662
"by",72,"N_Hemisphere_2019",2016.07446709941
"by",72,"N_Hemisphere_2016",2005.75735230574
"by",72,"S_Hemisphere_2016.5",2005.75735230574
"by",72,"N_Hemisphere_2017",2011.91596581153
"by",72,"S_Hemisphere_2018.5",2016.45275556931
"by",72,"S_Hemisphere_2020.5",2020.18852459016
"by",73,"N_Hemisphere_2012",2006.38606745409
"by",73,"N_Hemisphere_2013",2006.38606745409
"by",73,"N_Hemisphere_2011",2006.38606745409
"by",73,"N_Hemisphere_2014",2006.38606745409
"by",73,"S_Hemisphere_2012.5",2006.38606745409
"by",73,"S_Hemisphere_2013.5",2006.38606745409
"by",73,"S_Hemisphere_2014.5",2006.38606745409
"by",73,"S_Hemisphere_2011.5",2006.38606745409
"by",73,"S_Hemisphere_2019.5",2016.57778096129
"by",73,"S_Hemisphere_2015.5",2006.38606745409
"by",73,"N_Hemisphere_2015",2006.38606745409
"by",73,"N_Hemisphere_2020",2016.57778096129
"by",73,"S_Hemisphere_2017.5",2015.41263330296
"by",73,"N_Hemisphere_2018",2013.85981299953
"by",73,"N_Hemisphere_2019",2015.9466789932
"by",73,"N_Hemisphere_2016",2006.38606745409
"by",73,"S_Hemisphere_2016.5",2006.38606745409
"by",73,"N_Hemisphere_2017",2011.91172341664
"by",73,"S_Hemisphere_2018.5",2016.57778096129
"by",73,"S_Hemisphere_2020.5",2020.18852459016
"by",74,"N_Hemisphere_2012",2006.14580434524
"by",74,"N_Hemisphere_2013",2006.14580434524
"by",74,"N_Hemisphere_2011",2006.14580434524
"by",74,"N_Hemisphere_2014",2006.14580434524
"by",74,"S_Hemisphere_2012.5",2006.14580434524
"by",74,"S_Hemisphere_2013.5",2006.14580434524
"by",74,"S_Hemisphere_2014.5",2006.14580434524
"by",74,"S_Hemisphere_2011.5",2006.14580434524
"by",74,"S_Hemisphere_2019.5",2016.53119629908
"by",74,"S_Hemisphere_2015.5",2006.14580434524
"by",74,"N_Hemisphere_2015",2006.14580434524
"by",74,"N_Hemisphere_2020",2016.40994730973
"by",74,"S_Hemisphere_2017.5",2015.47855139338
"by",74,"N_Hemisphere_2018",2013.98182345111
"by",74,"N_Hemisphere_2019",2015.69733297359
"by",74,"N_Hemisphere_2016",2006.14580434524
"by",74,"S_Hemisphere_2016.5",2006.14580434524
"by",74,"N_Hemisphere_2017",2011.86723284294
"by",74,"S_Hemisphere_2018.5",2016.40994730973
"by",74,"S_Hemisphere_2020.5",2020.18852459016
"by",75,"N_Hemisphere_2012",2005.15734925483
"by",75,"N_Hemisphere_2013",2005.15734925483
"by",75,"N_Hemisphere_2011",2005.15734925483
"by",75,"N_Hemisphere_2014",2005.15734925483
"by",75,"S_Hemisphere_2012.5",2005.15734925483
"by",75,"S_Hemisphere_2013.5",2005.15734925483
"by",75,"S_Hemisphere_2014.5",2005.15734925483
"by",75,"S_Hemisphere_2011.5",2005.15734925483
"by",75,"S_Hemisphere_2019.5",2016.5549273826
"by",75,"S_Hemisphere_2015.5",2005.15734925483
"by",75,"N_Hemisphere_2015",2005.15734925483
"by",75,"N_Hemisphere_2020",2016.5549273826
"by",75,"S_Hemisphere_2017.5",2015.19682281492
"by",75,"N_Hemisphere_2018",2014.08811058753
"by",75,"N_Hemisphere_2019",2015.88791989063
"by",75,"N_Hemisphere_2016",2005.15734925483
"by",75,"S_Hemisphere_2016.5",2005.15734925483
"by",75,"N_Hemisphere_2017",2012.18865736915
"by",75,"S_Hemisphere_2018.5",2016.5549273826
"by",75,"S_Hemisphere_2020.5",2020.18852459016
"by",76,"N_Hemisphere_2012",2004.16248197598
"by",76,"N_Hemisphere_2013",2004.16248197598
"by",76,"N_Hemisphere_2011",2004.16248197598
"by",76,"N_Hemisphere_2014",2004.16248197598
"by",76,"S_Hemisphere_2012.5",2004.16248197598
"by",76,"S_Hemisphere_2013.5",2004.16248197598
"by",76,"S_Hemisphere_2014.5",2004.16248197598
"by",76,"S_Hemisphere_2011.5",2004.16248197598
"by",76,"S_Hemisphere_2019.5",2016.65959468436
"by",76,"S_Hemisphere_2015.5",2004.16248197598
"by",76,"N_Hemisphere_2015",2004.16248197598
"by",76,"N_Hemisphere_2020",2016.65959468436
"by",76,"S_Hemisphere_2017.5",2015.35517399925
"by",76,"N_Hemisphere_2018",2013.82169971496
"by",76,"N_Hemisphere_2019",2015.80722202676
"by",76,"N_Hemisphere_2016",2004.16248197598
"by",76,"S_Hemisphere_2016.5",2004.16248197598
"by",76,"N_Hemisphere_2017",2011.80032261946
"by",76,"S_Hemisphere_2018.5",2016.65959468436
"by",76,"S_Hemisphere_2020.5",2020.18852459016
"by",77,"N_Hemisphere_2012",2005.37097126257
"by",77,"N_Hemisphere_2013",2005.37097126257
"by",77,"N_Hemisphere_2011",2005.37097126257
"by",77,"N_Hemisphere_2014",2005.37097126257
"by",77,"S_Hemisphere_2012.5",2005.37097126257
"by",77,"S_Hemisphere_2013.5",2005.37097126257
"by",77,"S_Hemisphere_2014.5",2005.37097126257
"by",77,"S_Hemisphere_2011.5",2005.37097126257
"by",77,"S_Hemisphere_2019.5",2016.59026093071
"by",77,"S_Hemisphere_2015.5",2005.37097126257
"by",77,"N_Hemisphere_2015",2005.37097126257
"by",77,"N_Hemisphere_2020",2016.59026093071
"by",77,"S_Hemisphere_2017.5",2015.54224262344
"by",77,"N_Hemisphere_2018",2014.16166919103
"by",77,"N_Hemisphere_2019",2015.92927723502
"by",77,"N_Hemisphere_2016",2005.37097126257
"by",77,"S_Hemisphere_2016.5",2005.37097126257
"by",77,"N_Hemisphere_2017",2011.93310538289
"by",77,"S_Hemisphere_2018.5",2016.59026093071
"by",77,"S_Hemisphere_2020.5",2020.18852459016
"by",78,"N_Hemisphere_2012",2006.55283266587
"by",78,"N_Hemisphere_2013",2006.55283266587
"by",78,"N_Hemisphere_2011",2006.55283266587
"by",78,"N_Hemisphere_2014",2006.55283266587
"by",78,"S_Hemisphere_2012.5",2006.55283266587
"by",78,"S_Hemisphere_2013.5",2006.55283266587
"by",78,"S_Hemisphere_2014.5",2006.55283266587
"by",78,"S_Hemisphere_2011.5",2006.55283266587
"by",78,"S_Hemisphere_2019.5",2016.54380373346
"by",78,"S_Hemisphere_2015.5",2006.55283266587
"by",78,"N_Hemisphere_2015",2006.55283266587
"by",78,"N_Hemisphere_2020",2016.54380373346
"by",78,"S_Hemisphere_2017.5",2015.50274521754
"by",78,"N_Hemisphere_2018",2014.17087723756
"by",78,"N_Hemisphere_2019",2015.77801815251
"by",78,"N_Hemisphere_2016",2006.55283266587
"by",78,"S_Hemisphere_2016.5",2006.55283266587
"by",78,"N_Hemisphere_2017",2012.15566749626
"by",78,"S_Hemisphere_2018.5",2016.54380373346
"by",78,"S_Hemisphere_2020.5",2020.18852459016
"by",79,"N_Hemisphere_2012",2006.5827161
"by",79,"N_Hemisphere_2013",2006.5827161
"by",79,"N_Hemisphere_2011",2006.5827161
"by",79,"N_Hemisphere_2014",2006.5827161
"by",79,"S_Hemisphere_2012.5",2006.5827161
"by",79,"S_Hemisphere_2013.5",2006.5827161
"by",79,"S_Hemisphere_2014.5",2006.5827161
"by",79,"S_Hemisphere_2011.5",2006.5827161
"by",79,"S_Hemisphere_2019.5",2016.681768197
"by",79,"S_Hemisphere_2015.5",2006.5827161
"by",79,"N_Hemisphere_2015",2006.5827161
"by",79,"N_Hemisphere_2020",2016.681768197
"by",79,"S_Hemisphere_2017.5",2015.51732869449
"by",79,"N_Hemisphere_2018",2013.99454489062
"by",79,"N_Hemisphere_2019",2016.05587993546
"by",79,"N_Hemisphere_2016",2006.5827161
"by",79,"S_Hemisphere_2016.5",2006.5827161
"by",79,"N_Hemisphere_2017",2012.01594148644
"by",79,"S_Hemisphere_2018.5",2016.59404284112
"by",79,"S_Hemisphere_2020.5",2020.18852459016
"by",80,"N_Hemisphere_2012",2006.72570458287
"by",80,"N_Hemisphere_2013",2006.72570458287
"by",80,"N_Hemisphere_2011",2006.72570458287
"by",80,"N_Hemisphere_2014",2006.72570458287
"by",80,"S_Hemisphere_2012.5",2006.72570458287
"by",80,"S_Hemisphere_2013.5",2006.72570458287
"by",80,"S_Hemisphere_2014.5",2006.72570458287
"by",80,"S_Hemisphere_2011.5",2006.72570458287
"by",80,"S_Hemisphere_2019.5",2016.57208361468
"by",80,"S_Hemisphere_2015.5",2006.72570458287
"by",80,"N_Hemisphere_2015",2006.72570458287
"by",80,"N_Hemisphere_2020",2016.57208361468
"by",80,"S_Hemisphere_2017.5",2015.39425440933
"by",80,"N_Hemisphere_2018",2014.22763623449
"by",80,"N_Hemisphere_2019",2015.96280389378
"by",80,"N_Hemisphere_2016",2006.72570458287
"by",80,"S_Hemisphere_2016.5",2006.72570458287
"by",80,"N_Hemisphere_2017",2012.03972271539
"by",80,"S_Hemisphere_2018.5",2016.57208361468
"by",80,"S_Hemisphere_2020.5",2020.18852459016
"by",81,"N_Hemisphere_2012",2005.85964144511
"by",81,"N_Hemisphere_2013",2005.85964144511
"by",81,"N_Hemisphere_2011",2005.85964144511
"by",81,"N_Hemisphere_2014",2005.85964144511
"by",81,"S_Hemisphere_2012.5",2005.85964144511
"by",81,"S_Hemisphere_2013.5",2005.85964144511
"by",81,"S_Hemisphere_2014.5",2005.85964144511
"by",81,"S_Hemisphere_2011.5",2005.85964144511
"by",81,"S_Hemisphere_2019.5",2016.5836661201
"by",81,"S_Hemisphere_2015.5",2005.85964144511
"by",81,"N_Hemisphere_2015",2005.85964144511
"by",81,"N_Hemisphere_2020",2016.5836661201
"by",81,"S_Hemisphere_2017.5",2015.52847356672
"by",81,"N_Hemisphere_2018",2014.26984689592
"by",81,"N_Hemisphere_2019",2015.93592454929
"by",81,"N_Hemisphere_2016",2005.85964144511
"by",81,"S_Hemisphere_2016.5",2005.85964144511
"by",81,"N_Hemisphere_2017",2011.76766910038
"by",81,"S_Hemisphere_2018.5",2016.5836661201
"by",81,"S_Hemisphere_2020.5",2020.18852459016
"by",82,"N_Hemisphere_2012",2006.37643640021
"by",82,"N_Hemisphere_2013",2006.37643640021
"by",82,"N_Hemisphere_2011",2006.37643640021
"by",82,"N_Hemisphere_2014",2006.37643640021
"by",82,"S_Hemisphere_2012.5",2006.37643640021
"by",82,"S_Hemisphere_2013.5",2006.37643640021
"by",82,"S_Hemisphere_2014.5",2006.37643640021
"by",82,"S_Hemisphere_2011.5",2006.37643640021
"by",82,"S_Hemisphere_2019.5",2016.58574592088
"by",82,"S_Hemisphere_2015.5",2006.37643640021
"by",82,"N_Hemisphere_2015",2006.37643640021
"by",82,"N_Hemisphere_2020",2016.58574592088
"by",82,"S_Hemisphere_2017.5",2015.80125570878
"by",82,"N_Hemisphere_2018",2014.20047206476
"by",82,"N_Hemisphere_2019",2016.00444268126
"by",82,"N_Hemisphere_2016",2006.37643640021
"by",82,"S_Hemisphere_2016.5",2006.37643640021
"by",82,"N_Hemisphere_2017",2011.86234273875
"by",82,"S_Hemisphere_2018.5",2016.58574592088
"by",82,"S_Hemisphere_2020.5",2020.18852459016
"by",83,"N_Hemisphere_2012",2006.43228553425
"by",83,"N_Hemisphere_2013",2006.43228553425
"by",83,"N_Hemisphere_2011",2006.43228553425
"by",83,"N_Hemisphere_2014",2006.43228553425
"by",83,"S_Hemisphere_2012.5",2006.43228553425
"by",83,"S_Hemisphere_2013.5",2006.43228553425
