"date","region","bv_seq"
2022-06-02,"Africa",2
2022-06-02,"Americas",1
2022-06-02,"Asia",11
2022-06-02,"Europe",4
2022-06-09,"Africa",2
2022-06-09,"Americas",4
2022-06-09,"Asia",13
2022-06-09,"Europe",5
2022-06-16,"Africa",4
2022-06-16,"Americas",2
2022-06-16,"Asia",9
2022-06-16,"Europe",3
2022-06-16,"Oceania",1
2022-06-23,"Africa",10
2022-06-23,"Americas",1
2022-06-23,"Asia",5
2022-06-23,"Europe",1
2022-06-30,"Africa",9
2022-06-30,"Americas",1
2022-06-30,"Asia",15
2022-06-30,"Europe",1
2022-06-30,"Oceania",1
2022-07-07,"Africa",8
2022-07-07,"Americas",5
2022-07-07,"Asia",11
2022-07-07,"Europe",1
2022-07-07,"Oceania",1
2022-07-14,"Africa",4
2022-07-14,"Asia",12
2022-07-21,"Africa",9
2022-07-21,"Americas",1
2022-07-21,"Asia",8
2022-07-21,"Europe",1
2022-07-28,"Africa",7
2022-07-28,"Asia",7
2022-07-28,"Europe",1
2022-08-04,"Africa",4
2022-08-04,"Americas",2
2022-08-04,"Asia",9
2022-08-04,"Europe",1
2022-08-11,"Africa",4
2022-08-11,"Asia",29
2022-08-11,"Europe",3
2022-08-18,"Africa",10
2022-08-18,"Americas",2
2022-08-18,"Asia",11
2022-08-18,"Europe",3
2022-08-25,"Africa",10
2022-08-25,"Americas",4
2022-08-25,"Asia",8
2022-08-25,"Europe",3
2022-08-25,"Oceania",1
2022-09-01,"Africa",8
2022-09-01,"Americas",2
2022-09-01,"Asia",14
2022-09-01,"Oceania",1
2022-09-08,"Africa",22
2022-09-08,"Americas",4
2022-09-08,"Asia",10
2022-09-08,"Europe",1
2022-09-15,"Africa",28
2022-09-15,"Americas",9
2022-09-15,"Asia",15
2022-09-15,"Europe",1
2022-09-15,"Oceania",1
2022-09-22,"Africa",18
2022-09-22,"Americas",5
2022-09-22,"Asia",11
2022-09-22,"Europe",4
2022-09-29,"Africa",15
2022-09-29,"Americas",8
2022-09-29,"Asia",25
2022-09-29,"Europe",6
2022-10-06,"Africa",11
2022-10-06,"Americas",25
2022-10-06,"Asia",19
2022-10-06,"Europe",8
2022-10-06,"Oceania",2
2022-10-13,"Africa",21
2022-10-13,"Americas",11
2022-10-13,"Asia",26
2022-10-13,"Europe",13
2022-10-20,"Africa",37
2022-10-20,"Americas",23
2022-10-20,"Asia",21
2022-10-20,"Europe",14
2022-10-20,"Oceania",4
2022-10-27,"Africa",23
2022-10-27,"Americas",20
2022-10-27,"Asia",21
2022-10-27,"Europe",20
2022-10-27,"Oceania",4
2022-11-03,"Africa",10
2022-11-03,"Americas",19
2022-11-03,"Asia",39
2022-11-03,"Europe",22
2022-11-03,"Oceania",2
2022-11-10,"Africa",14
2022-11-10,"Americas",20
2022-11-10,"Asia",35
2022-11-10,"Europe",17
2022-11-10,"Oceania",1
2022-11-17,"Africa",18
2022-11-17,"Americas",16
2022-11-17,"Asia",39
2022-11-17,"Europe",19
2022-11-24,"Africa",15
2022-11-24,"Americas",20
2022-11-24,"Asia",30
2022-11-24,"Europe",42
2022-11-24,"Oceania",1
2022-12-01,"Africa",17
2022-12-01,"Americas",22
2022-12-01,"Asia",39
2022-12-01,"Europe",68
2022-12-01,"Oceania",4
2022-12-08,"Africa",10
2022-12-08,"Americas",21
2022-12-08,"Asia",22
2022-12-08,"Europe",101
2022-12-08,"Oceania",8
2022-12-15,"Africa",16
2022-12-15,"Americas",15
2022-12-15,"Asia",37
2022-12-15,"Europe",116
2022-12-15,"Oceania",1
2022-12-22,"Africa",19
2022-12-22,"Americas",25
2022-12-22,"Asia",17
2022-12-22,"Europe",128
2022-12-22,"Oceania",5
2022-12-29,"Africa",12
2022-12-29,"Americas",18
2022-12-29,"Asia",10
2022-12-29,"Europe",129
2022-12-29,"Oceania",1
2023-01-05,"Africa",12
2023-01-05,"Americas",22
2023-01-05,"Asia",35
2023-01-05,"Europe",140
2023-01-05,"Oceania",5
2023-01-12,"Africa",7
2023-01-12,"Americas",27
2023-01-12,"Asia",24
2023-01-12,"Europe",166
2023-01-12,"Oceania",15
2023-01-19,"Africa",5
2023-01-19,"Americas",25
2023-01-19,"Asia",32
2023-01-19,"Europe",255
2023-01-19,"Oceania",10
2023-01-26,"Africa",2
2023-01-26,"Americas",24
2023-01-26,"Asia",29
2023-01-26,"Europe",238
2023-01-26,"Oceania",11
2023-02-02,"Africa",7
2023-02-02,"Americas",44
2023-02-02,"Asia",30
2023-02-02,"Europe",372
2023-02-02,"Oceania",7
2023-02-09,"Africa",9
2023-02-09,"Americas",54
2023-02-09,"Asia",39
2023-02-09,"Europe",334
2023-02-09,"Oceania",13
2023-02-16,"Africa",6
2023-02-16,"Americas",73
2023-02-16,"Asia",32
2023-02-16,"Europe",394
2023-02-16,"Oceania",5
2023-02-23,"Africa",4
2023-02-23,"Americas",51
2023-02-23,"Asia",33
2023-02-23,"Europe",359
2023-02-23,"Oceania",8
2023-03-02,"Africa",2
2023-03-02,"Americas",76
2023-03-02,"Asia",27
2023-03-02,"Europe",340
2023-03-02,"Oceania",28
2023-03-09,"Africa",5
2023-03-09,"Americas",91
2023-03-09,"Asia",21
2023-03-09,"Europe",358
2023-03-09,"Oceania",17
2023-03-16,"Africa",6
2023-03-16,"Americas",94
2023-03-16,"Asia",30
2023-03-16,"Europe",330
2023-03-16,"Oceania",20
2023-03-23,"Africa",8
2023-03-23,"Americas",123
2023-03-23,"Asia",23
2023-03-23,"Europe",280
2023-03-23,"Oceania",11
2023-03-30,"Africa",5
2023-03-30,"Americas",125
2023-03-30,"Asia",22
2023-03-30,"Europe",213
2023-03-30,"Oceania",18
2023-04-06,"Africa",5
2023-04-06,"Americas",122
2023-04-06,"Asia",26
2023-04-06,"Europe",138
2023-04-06,"Oceania",23
2023-04-13,"Africa",4
2023-04-13,"Americas",132
2023-04-13,"Asia",22
2023-04-13,"Europe",124
2023-04-13,"Oceania",13
2023-04-20,"Africa",5
2023-04-20,"Americas",98
2023-04-20,"Asia",14
2023-04-20,"Europe",100
2023-04-20,"Oceania",14
2023-04-27,"Africa",6
2023-04-27,"Americas",121
2023-04-27,"Asia",12
2023-04-27,"Europe",93
2023-04-27,"Oceania",22
2023-05-04,"Africa",6
2023-05-04,"Americas",118
2023-05-04,"Asia",21
2023-05-04,"Europe",60
2023-05-04,"Oceania",16
2023-05-11,"Africa",2
2023-05-11,"Americas",95
2023-05-11,"Asia",20
2023-05-11,"Europe",56
2023-05-11,"Oceania",26
2023-05-18,"Africa",1
2023-05-18,"Americas",101
2023-05-18,"Asia",16
2023-05-18,"Europe",26
2023-05-18,"Oceania",19
2023-05-25,"Africa",2
2023-05-25,"Americas",106
2023-05-25,"Asia",14
2023-05-25,"Europe",30
2023-05-25,"Oceania",30
2023-06-01,"Africa",5
2023-06-01,"Americas",76
2023-06-01,"Asia",12
2023-06-01,"Europe",16
2023-06-01,"Oceania",32
2023-06-08,"Africa",3
2023-06-08,"Americas",83
2023-06-08,"Asia",12
2023-06-08,"Europe",14
2023-06-08,"Oceania",47
2023-06-15,"Africa",6
2023-06-15,"Americas",79
2023-06-15,"Asia",12
2023-06-15,"Europe",9
2023-06-15,"Oceania",44
2023-06-22,"Africa",2
2023-06-22,"Americas",74
2023-06-22,"Asia",11
2023-06-22,"Europe",2
2023-06-22,"Oceania",37
2023-06-29,"Africa",2
2023-06-29,"Americas",81
2023-06-29,"Asia",6
2023-06-29,"Europe",4
2023-06-29,"Oceania",44
2023-07-06,"Africa",5
2023-07-06,"Americas",77
2023-07-06,"Asia",3
2023-07-06,"Europe",1
2023-07-06,"Oceania",51
2023-07-13,"Africa",2
2023-07-13,"Americas",52
2023-07-13,"Asia",17
2023-07-13,"Europe",2
2023-07-13,"Oceania",50
2023-07-20,"Africa",5
2023-07-20,"Americas",35
2023-07-20,"Asia",21
2023-07-20,"Europe",1
2023-07-20,"Oceania",35
2023-07-27,"Africa",3
2023-07-27,"Americas",45
2023-07-27,"Asia",12
2023-07-27,"Europe",5
2023-07-27,"Oceania",29
2023-08-03,"Americas",37
2023-08-03,"Asia",11
2023-08-03,"Europe",4
2023-08-03,"Oceania",34
2023-08-10,"Africa",5
2023-08-10,"Americas",35
2023-08-10,"Asia",21
2023-08-10,"Europe",3
2023-08-10,"Oceania",20
2023-08-17,"Americas",29
2023-08-17,"Asia",19
2023-08-17,"Europe",1
2023-08-17,"Oceania",9
2023-08-24,"Africa",5
2023-08-24,"Americas",31
2023-08-24,"Asia",12
2023-08-24,"Europe",6
2023-08-24,"Oceania",8
2023-08-31,"Africa",1
2023-08-31,"Americas",28
2023-08-31,"Asia",14
2023-08-31,"Europe",1
2023-08-31,"Oceania",35
2023-09-07,"Africa",1
2023-09-07,"Americas",40
2023-09-07,"Asia",25
2023-09-07,"Oceania",21
2023-09-14,"Africa",3
2023-09-14,"Americas",20
2023-09-14,"Asia",27
2023-09-14,"Europe",1
2023-09-14,"Oceania",31
2023-09-21,"Africa",4
2023-09-21,"Americas",40
2023-09-21,"Asia",19
2023-09-21,"Oceania",24
2023-09-28,"Africa",2
2023-09-28,"Americas",29
2023-09-28,"Asia",19
2023-09-28,"Europe",3
2023-09-28,"Oceania",16
2023-10-05,"Americas",44
2023-10-05,"Asia",33
2023-10-05,"Europe",4
2023-10-05,"Oceania",13
2023-10-12,"Africa",7
2023-10-12,"Americas",51
2023-10-12,"Asia",35
2023-10-12,"Europe",2
2023-10-12,"Oceania",13
2023-10-19,"Africa",15
2023-10-19,"Americas",39
2023-10-19,"Asia",31
2023-10-19,"Europe",7
2023-10-19,"Oceania",4
2023-10-26,"Africa",7
2023-10-26,"Americas",54
2023-10-26,"Asia",24
2023-10-26,"Europe",9
2023-10-26,"Oceania",3
2023-11-02,"Africa",7
2023-11-02,"Americas",55
2023-11-02,"Asia",29
2023-11-02,"Europe",5
2023-11-02,"Oceania",8
2023-11-09,"Africa",6
2023-11-09,"Americas",68
2023-11-09,"Asia",36
2023-11-09,"Europe",11
2023-11-09,"Oceania",6
2023-11-16,"Africa",1
2023-11-16,"Americas",69
2023-11-16,"Asia",34
2023-11-16,"Europe",15
2023-11-16,"Oceania",3
2023-11-23,"Africa",2
2023-11-23,"Americas",56
2023-11-23,"Asia",38
2023-11-23,"Europe",9
2023-11-23,"Oceania",2
2023-11-30,"Americas",69
2023-11-30,"Asia",35
2023-11-30,"Europe",15
2023-11-30,"Oceania",1
2023-12-07,"Americas",84
2023-12-07,"Asia",58
2023-12-07,"Europe",13
2023-12-07,"Oceania",2
2023-12-14,"Africa",1
2023-12-14,"Americas",108
2023-12-14,"Asia",31
2023-12-14,"Europe",21
2023-12-21,"Americas",109
2023-12-21,"Asia",24
2023-12-21,"Europe",20
2023-12-28,"Americas",81
2023-12-28,"Asia",18
2023-12-28,"Europe",27
2023-12-28,"Oceania",1
2024-01-04,"Americas",95
2024-01-04,"Asia",31
2024-01-04,"Europe",20
2024-01-04,"Oceania",3
2024-01-11,"Americas",82
2024-01-11,"Asia",20
2024-01-11,"Europe",23
2024-01-18,"Americas",71
2024-01-18,"Asia",20
2024-01-18,"Europe",37
2024-01-18,"Oceania",2
2024-01-25,"Americas",99
2024-01-25,"Asia",12
2024-01-25,"Europe",53
2024-01-25,"Oceania",1
2024-02-01,"Americas",121
2024-02-01,"Asia",9
2024-02-01,"Europe",65
2024-02-01,"Oceania",3
2024-02-08,"Americas",124
2024-02-08,"Asia",13
2024-02-08,"Europe",59
2024-02-08,"Oceania",2
2024-02-15,"Americas",110
2024-02-15,"Asia",16
2024-02-15,"Europe",61
2024-02-22,"Americas",87
2024-02-22,"Asia",17
2024-02-22,"Europe",66
2024-02-29,"Americas",62
2024-02-29,"Asia",11
2024-02-29,"Europe",52
2024-03-07,"Americas",36
2024-03-07,"Asia",9
2024-03-07,"Europe",11
2024-03-14,"Americas",13
2024-03-14,"Asia",3
2024-03-14,"Europe",3
2024-03-21,"Americas",1
2024-03-21,"Asia",5
2024-03-21,"Europe",6
2024-03-28,"Europe",3
