"date","region","h3n2_seq"
2021-08-12,"Europe",1
2021-08-12,"Oceania",9
2021-08-19,"Africa",8
2021-08-19,"Americas",3
2021-08-19,"Asia",5
2021-08-19,"Europe",14
2021-08-19,"Oceania",2
2021-08-26,"Africa",11
2021-08-26,"Americas",1
2021-08-26,"Asia",6
2021-08-26,"Europe",7
2021-09-02,"Africa",21
2021-09-02,"Americas",1
2021-09-02,"Asia",15
2021-09-02,"Europe",5
2021-09-09,"Africa",22
2021-09-09,"Americas",3
2021-09-09,"Asia",10
2021-09-09,"Europe",25
2021-09-09,"Oceania",1
2021-09-16,"Africa",25
2021-09-16,"Americas",5
2021-09-16,"Asia",16
2021-09-16,"Europe",22
2021-09-16,"Oceania",4
2021-09-23,"Africa",24
2021-09-23,"Americas",13
2021-09-23,"Asia",16
2021-09-23,"Europe",11
2021-09-23,"Oceania",2
2021-09-30,"Africa",14
2021-09-30,"Americas",40
2021-09-30,"Asia",10
2021-09-30,"Europe",22
2021-10-07,"Africa",15
2021-10-07,"Americas",84
2021-10-07,"Asia",15
2021-10-07,"Europe",52
2021-10-07,"Oceania",1
2021-10-14,"Africa",12
2021-10-14,"Americas",87
2021-10-14,"Asia",40
2021-10-14,"Europe",67
2021-10-14,"Oceania",3
2021-10-21,"Africa",11
2021-10-21,"Americas",48
2021-10-21,"Asia",14
2021-10-21,"Europe",81
2021-10-21,"Oceania",1
2021-10-28,"Africa",9
2021-10-28,"Americas",31
2021-10-28,"Asia",27
2021-10-28,"Europe",86
2021-10-28,"Oceania",2
2021-11-04,"Africa",4
2021-11-04,"Americas",110
2021-11-04,"Asia",27
2021-11-04,"Europe",110
2021-11-11,"Africa",7
2021-11-11,"Americas",235
2021-11-11,"Asia",32
2021-11-11,"Europe",80
2021-11-18,"Africa",9
2021-11-18,"Americas",325
2021-11-18,"Asia",31
2021-11-18,"Europe",123
2021-11-18,"Oceania",1
2021-11-25,"Africa",12
2021-11-25,"Americas",219
2021-11-25,"Asia",37
2021-11-25,"Europe",166
2021-11-25,"Oceania",1
2021-12-02,"Africa",15
2021-12-02,"Americas",398
2021-12-02,"Asia",12
2021-12-02,"Europe",194
2021-12-09,"Africa",31
2021-12-09,"Americas",386
2021-12-09,"Asia",30
2021-12-09,"Europe",185
2021-12-09,"Oceania",2
2021-12-16,"Africa",24
2021-12-16,"Americas",419
2021-12-16,"Asia",27
2021-12-16,"Europe",241
2021-12-16,"Oceania",7
2021-12-23,"Africa",14
2021-12-23,"Americas",359
2021-12-23,"Asia",37
2021-12-23,"Europe",173
2021-12-23,"Oceania",4
2021-12-30,"Africa",6
2021-12-30,"Americas",354
2021-12-30,"Asia",38
2021-12-30,"Europe",141
2021-12-30,"Oceania",1
2022-01-06,"Africa",6
2022-01-06,"Americas",428
2022-01-06,"Asia",19
2022-01-06,"Europe",129
2022-01-06,"Oceania",2
2022-01-13,"Africa",9
2022-01-13,"Americas",200
2022-01-13,"Asia",28
2022-01-13,"Europe",118
2022-01-20,"Africa",2
2022-01-20,"Americas",119
2022-01-20,"Asia",12
2022-01-20,"Europe",126
2022-01-27,"Africa",9
2022-01-27,"Americas",91
2022-01-27,"Asia",15
2022-01-27,"Europe",112
2022-02-03,"Africa",5
2022-02-03,"Americas",71
2022-02-03,"Asia",7
2022-02-03,"Europe",111
2022-02-03,"Oceania",1
2022-02-10,"Africa",5
2022-02-10,"Americas",100
2022-02-10,"Asia",10
2022-02-10,"Europe",143
2022-02-10,"Oceania",2
2022-02-17,"Africa",2
2022-02-17,"Americas",81
2022-02-17,"Asia",14
2022-02-17,"Europe",151
2022-02-17,"Oceania",16
2022-02-24,"Africa",10
2022-02-24,"Americas",107
2022-02-24,"Asia",15
2022-02-24,"Europe",211
2022-02-24,"Oceania",12
2022-03-03,"Africa",4
2022-03-03,"Americas",130
2022-03-03,"Asia",27
2022-03-03,"Europe",450
2022-03-03,"Oceania",8
2022-03-10,"Africa",9
2022-03-10,"Americas",125
2022-03-10,"Asia",24
2022-03-10,"Europe",550
2022-03-10,"Oceania",4
2022-03-17,"Africa",7
2022-03-17,"Americas",196
2022-03-17,"Asia",58
2022-03-17,"Europe",564
2022-03-17,"Oceania",12
2022-03-24,"Africa",13
2022-03-24,"Americas",223
2022-03-24,"Asia",36
2022-03-24,"Europe",477
2022-03-24,"Oceania",29
2022-03-31,"Africa",7
2022-03-31,"Americas",266
2022-03-31,"Asia",23
2022-03-31,"Europe",499
2022-03-31,"Oceania",33
2022-04-07,"Africa",7
2022-04-07,"Americas",300
2022-04-07,"Asia",27
2022-04-07,"Europe",589
2022-04-07,"Oceania",46
2022-04-14,"Africa",13
2022-04-14,"Americas",309
2022-04-14,"Asia",17
2022-04-14,"Europe",436
2022-04-14,"Oceania",32
2022-04-21,"Africa",17
2022-04-21,"Americas",333
2022-04-21,"Asia",20
2022-04-21,"Europe",512
2022-04-21,"Oceania",25
2022-04-28,"Africa",10
2022-04-28,"Americas",245
2022-04-28,"Asia",13
2022-04-28,"Europe",420
2022-04-28,"Oceania",63
2022-05-05,"Africa",17
2022-05-05,"Americas",336
2022-05-05,"Asia",14
2022-05-05,"Europe",306
2022-05-05,"Oceania",64
2022-05-12,"Africa",14
2022-05-12,"Americas",328
2022-05-12,"Asia",28
2022-05-12,"Europe",225
2022-05-12,"Oceania",92
2022-05-19,"Africa",23
2022-05-19,"Americas",186
2022-05-19,"Asia",34
2022-05-19,"Europe",197
2022-05-19,"Oceania",96
2022-05-26,"Africa",20
2022-05-26,"Americas",122
2022-05-26,"Asia",39
2022-05-26,"Europe",102
2022-05-26,"Oceania",88
2022-06-02,"Africa",22
2022-06-02,"Americas",107
2022-06-02,"Asia",50
2022-06-02,"Europe",82
2022-06-02,"Oceania",89
2022-06-09,"Africa",34
2022-06-09,"Americas",124
2022-06-09,"Asia",51
2022-06-09,"Europe",50
2022-06-09,"Oceania",85
2022-06-16,"Africa",9
2022-06-16,"Americas",106
2022-06-16,"Asia",58
2022-06-16,"Europe",47
2022-06-16,"Oceania",89
2022-06-23,"Africa",9
2022-06-23,"Americas",132
2022-06-23,"Asia",46
2022-06-23,"Europe",31
2022-06-23,"Oceania",50
2022-06-30,"Africa",14
2022-06-30,"Americas",127
2022-06-30,"Asia",37
2022-06-30,"Europe",30
2022-06-30,"Oceania",50
2022-07-07,"Africa",12
2022-07-07,"Americas",75
2022-07-07,"Asia",81
2022-07-07,"Europe",27
2022-07-07,"Oceania",35
2022-07-14,"Africa",5
2022-07-14,"Americas",52
2022-07-14,"Asia",57
2022-07-14,"Europe",45
2022-07-14,"Oceania",33
2022-07-21,"Africa",5
2022-07-21,"Americas",53
2022-07-21,"Asia",44
2022-07-21,"Europe",53
2022-07-21,"Oceania",17
2022-07-28,"Americas",27
2022-07-28,"Asia",44
2022-07-28,"Europe",32
2022-07-28,"Oceania",16
2022-08-04,"Americas",38
2022-08-04,"Asia",57
2022-08-04,"Europe",38
2022-08-04,"Oceania",4
2022-08-11,"Africa",2
2022-08-11,"Americas",44
2022-08-11,"Asia",58
2022-08-11,"Europe",41
2022-08-11,"Oceania",9
2022-08-18,"Africa",3
2022-08-18,"Americas",28
2022-08-18,"Asia",67
2022-08-18,"Europe",59
2022-08-18,"Oceania",2
2022-08-25,"Africa",12
2022-08-25,"Americas",38
2022-08-25,"Asia",43
2022-08-25,"Europe",76
2022-09-01,"Africa",9
2022-09-01,"Americas",60
2022-09-01,"Asia",57
2022-09-01,"Europe",91
2022-09-01,"Oceania",3
2022-09-08,"Africa",14
2022-09-08,"Americas",129
2022-09-08,"Asia",99
2022-09-08,"Europe",93
2022-09-08,"Oceania",5
2022-09-15,"Africa",17
2022-09-15,"Americas",69
2022-09-15,"Asia",83
2022-09-15,"Europe",105
2022-09-15,"Oceania",2
2022-09-22,"Africa",19
2022-09-22,"Americas",165
2022-09-22,"Asia",75
2022-09-22,"Europe",102
2022-09-22,"Oceania",2
2022-09-29,"Africa",16
2022-09-29,"Americas",116
2022-09-29,"Asia",104
2022-09-29,"Europe",154
2022-09-29,"Oceania",3
2022-10-06,"Africa",36
2022-10-06,"Americas",134
2022-10-06,"Asia",115
2022-10-06,"Europe",278
2022-10-06,"Oceania",2
2022-10-13,"Africa",30
2022-10-13,"Americas",180
2022-10-13,"Asia",128
2022-10-13,"Europe",223
2022-10-13,"Oceania",12
2022-10-20,"Africa",6
2022-10-20,"Americas",219
2022-10-20,"Asia",118
2022-10-20,"Europe",260
2022-10-20,"Oceania",5
2022-10-27,"Africa",4
2022-10-27,"Americas",312
2022-10-27,"Asia",84
2022-10-27,"Europe",243
2022-10-27,"Oceania",6
2022-11-03,"Africa",6
2022-11-03,"Americas",411
2022-11-03,"Asia",127
2022-11-03,"Europe",268
2022-11-03,"Oceania",3
2022-11-10,"Africa",9
2022-11-10,"Americas",426
2022-11-10,"Asia",199
2022-11-10,"Europe",333
2022-11-10,"Oceania",3
2022-11-17,"Africa",5
2022-11-17,"Americas",455
2022-11-17,"Asia",181
2022-11-17,"Europe",430
2022-11-17,"Oceania",2
2022-11-24,"Africa",7
2022-11-24,"Americas",527
2022-11-24,"Asia",129
2022-11-24,"Europe",556
2022-11-24,"Oceania",5
2022-12-01,"Africa",6
2022-12-01,"Americas",610
2022-12-01,"Asia",96
2022-12-01,"Europe",687
2022-12-01,"Oceania",7
2022-12-08,"Africa",13
2022-12-08,"Americas",968
2022-12-08,"Asia",94
2022-12-08,"Europe",725
2022-12-08,"Oceania",9
2022-12-15,"Africa",10
2022-12-15,"Americas",783
2022-12-15,"Asia",64
2022-12-15,"Europe",1051
2022-12-15,"Oceania",7
2022-12-22,"Africa",6
2022-12-22,"Americas",551
2022-12-22,"Asia",47
2022-12-22,"Europe",1194
2022-12-22,"Oceania",8
2022-12-29,"Africa",12
2022-12-29,"Americas",390
2022-12-29,"Asia",44
2022-12-29,"Europe",643
2022-12-29,"Oceania",10
2023-01-05,"Africa",2
2023-01-05,"Americas",310
2023-01-05,"Asia",70
2023-01-05,"Europe",430
2023-01-05,"Oceania",15
2023-01-12,"Africa",4
2023-01-12,"Americas",187
2023-01-12,"Asia",70
2023-01-12,"Europe",281
2023-01-12,"Oceania",7
2023-01-19,"Africa",1
2023-01-19,"Americas",161
2023-01-19,"Asia",52
2023-01-19,"Europe",235
2023-01-19,"Oceania",4
2023-01-26,"Africa",3
2023-01-26,"Americas",82
2023-01-26,"Asia",50
2023-01-26,"Europe",229
2023-01-26,"Oceania",2
2023-02-02,"Africa",4
2023-02-02,"Americas",82
2023-02-02,"Asia",58
2023-02-02,"Europe",205
2023-02-02,"Oceania",3
2023-02-09,"Africa",1
2023-02-09,"Americas",79
2023-02-09,"Asia",60
2023-02-09,"Europe",151
2023-02-09,"Oceania",3
2023-02-16,"Africa",2
2023-02-16,"Americas",52
2023-02-16,"Asia",65
2023-02-16,"Europe",107
2023-02-16,"Oceania",5
2023-02-23,"Africa",2
2023-02-23,"Americas",39
2023-02-23,"Asia",72
2023-02-23,"Europe",90
2023-02-23,"Oceania",6
2023-03-02,"Africa",3
2023-03-02,"Americas",30
2023-03-02,"Asia",90
2023-03-02,"Europe",52
2023-03-02,"Oceania",10
2023-03-09,"Africa",6
2023-03-09,"Americas",34
2023-03-09,"Asia",97
2023-03-09,"Europe",59
2023-03-09,"Oceania",18
2023-03-16,"Africa",9
2023-03-16,"Americas",32
2023-03-16,"Asia",68
2023-03-16,"Europe",27
2023-03-16,"Oceania",15
2023-03-23,"Africa",15
2023-03-23,"Americas",43
2023-03-23,"Asia",65
2023-03-23,"Europe",29
2023-03-23,"Oceania",14
2023-03-30,"Africa",18
2023-03-30,"Americas",14
2023-03-30,"Asia",51
2023-03-30,"Europe",22
2023-03-30,"Oceania",3
2023-04-06,"Africa",18
2023-04-06,"Americas",16
2023-04-06,"Asia",54
2023-04-06,"Europe",17
2023-04-06,"Oceania",13
2023-04-13,"Africa",23
2023-04-13,"Americas",9
2023-04-13,"Asia",48
2023-04-13,"Europe",13
2023-04-13,"Oceania",6
2023-04-20,"Africa",40
2023-04-20,"Americas",12
2023-04-20,"Asia",37
2023-04-20,"Europe",6
2023-04-20,"Oceania",7
2023-04-27,"Africa",26
2023-04-27,"Americas",8
2023-04-27,"Asia",38
2023-04-27,"Europe",3
2023-04-27,"Oceania",6
2023-05-04,"Africa",29
2023-05-04,"Americas",8
2023-05-04,"Asia",35
2023-05-04,"Europe",6
2023-05-04,"Oceania",6
2023-05-11,"Africa",40
2023-05-11,"Americas",3
2023-05-11,"Asia",40
2023-05-11,"Europe",3
2023-05-11,"Oceania",2
2023-05-18,"Africa",59
2023-05-18,"Americas",3
2023-05-18,"Asia",39
2023-05-18,"Europe",3
2023-05-18,"Oceania",7
2023-05-25,"Africa",100
2023-05-25,"Americas",3
2023-05-25,"Asia",26
2023-05-25,"Europe",4
2023-05-25,"Oceania",10
2023-06-01,"Africa",145
2023-06-01,"Americas",3
2023-06-01,"Asia",35
2023-06-01,"Europe",28
2023-06-01,"Oceania",6
2023-06-08,"Africa",79
2023-06-08,"Americas",5
2023-06-08,"Asia",33
2023-06-08,"Europe",1
2023-06-08,"Oceania",9
2023-06-15,"Africa",48
2023-06-15,"Americas",2
2023-06-15,"Asia",32
2023-06-15,"Europe",3
2023-06-15,"Oceania",6
2023-06-22,"Africa",37
2023-06-22,"Americas",3
2023-06-22,"Asia",18
2023-06-22,"Oceania",5
2023-06-29,"Africa",27
2023-06-29,"Americas",4
2023-06-29,"Asia",17
2023-06-29,"Europe",5
2023-06-29,"Oceania",10
2023-07-06,"Africa",28
2023-07-06,"Americas",2
2023-07-06,"Asia",42
2023-07-06,"Europe",3
2023-07-06,"Oceania",10
2023-07-13,"Africa",6
2023-07-13,"Americas",4
2023-07-13,"Asia",33
2023-07-13,"Europe",5
2023-07-13,"Oceania",6
2023-07-20,"Africa",38
2023-07-20,"Americas",9
2023-07-20,"Asia",29
2023-07-20,"Europe",3
2023-07-20,"Oceania",1
2023-07-27,"Africa",33
2023-07-27,"Americas",3
2023-07-27,"Asia",25
2023-07-27,"Europe",10
2023-07-27,"Oceania",9
2023-08-03,"Africa",26
2023-08-03,"Americas",4
2023-08-03,"Asia",27
2023-08-03,"Europe",7
2023-08-03,"Oceania",12
2023-08-10,"Africa",27
2023-08-10,"Americas",3
2023-08-10,"Asia",34
2023-08-10,"Europe",19
2023-08-10,"Oceania",9
2023-08-17,"Africa",9
2023-08-17,"Americas",5
2023-08-17,"Asia",36
2023-08-17,"Europe",19
2023-08-17,"Oceania",7
2023-08-24,"Africa",14
2023-08-24,"Americas",10
2023-08-24,"Asia",44
2023-08-24,"Europe",16
2023-08-24,"Oceania",10
2023-08-31,"Africa",10
2023-08-31,"Americas",19
2023-08-31,"Asia",38
2023-08-31,"Europe",30
2023-08-31,"Oceania",19
2023-09-07,"Africa",7
2023-09-07,"Americas",14
2023-09-07,"Asia",71
2023-09-07,"Europe",35
2023-09-07,"Oceania",12
2023-09-14,"Africa",16
2023-09-14,"Americas",15
2023-09-14,"Asia",96
2023-09-14,"Europe",20
2023-09-14,"Oceania",20
2023-09-21,"Africa",4
2023-09-21,"Americas",13
2023-09-21,"Asia",93
2023-09-21,"Europe",32
2023-09-21,"Oceania",22
2023-09-28,"Africa",6
2023-09-28,"Americas",10
2023-09-28,"Asia",96
2023-09-28,"Europe",38
2023-09-28,"Oceania",13
2023-10-05,"Africa",5
2023-10-05,"Americas",17
2023-10-05,"Asia",85
2023-10-05,"Europe",40
2023-10-05,"Oceania",32
2023-10-12,"Africa",11
2023-10-12,"Americas",14
2023-10-12,"Asia",84
2023-10-12,"Europe",41
2023-10-12,"Oceania",31
2023-10-19,"Africa",17
2023-10-19,"Americas",19
2023-10-19,"Asia",88
2023-10-19,"Europe",43
2023-10-19,"Oceania",29
2023-10-26,"Africa",35
2023-10-26,"Americas",30
2023-10-26,"Asia",62
2023-10-26,"Europe",70
2023-10-26,"Oceania",21
2023-11-02,"Africa",27
2023-11-02,"Americas",34
2023-11-02,"Asia",64
2023-11-02,"Europe",116
2023-11-02,"Oceania",29
2023-11-09,"Africa",14
2023-11-09,"Americas",36
2023-11-09,"Asia",64
2023-11-09,"Europe",126
2023-11-09,"Oceania",22
2023-11-16,"Africa",31
2023-11-16,"Americas",62
2023-11-16,"Asia",76
2023-11-16,"Europe",147
2023-11-16,"Oceania",30
2023-11-23,"Africa",22
2023-11-23,"Americas",61
2023-11-23,"Asia",63
2023-11-23,"Europe",264
2023-11-23,"Oceania",17
2023-11-30,"Africa",19
2023-11-30,"Americas",98
2023-11-30,"Asia",86
2023-11-30,"Europe",471
2023-11-30,"Oceania",15
2023-12-07,"Africa",21
2023-12-07,"Americas",115
2023-12-07,"Asia",116
2023-12-07,"Europe",527
2023-12-07,"Oceania",13
2023-12-14,"Africa",12
2023-12-14,"Americas",153
2023-12-14,"Asia",85
2023-12-14,"Europe",636
2023-12-14,"Oceania",13
2023-12-21,"Africa",4
2023-12-21,"Americas",165
2023-12-21,"Asia",40
2023-12-21,"Europe",690
2023-12-21,"Oceania",14
2023-12-28,"Africa",3
2023-12-28,"Americas",134
2023-12-28,"Asia",41
2023-12-28,"Europe",362
2023-12-28,"Oceania",7
2024-01-04,"Africa",1
2024-01-04,"Americas",137
2024-01-04,"Asia",59
2024-01-04,"Europe",260
2024-01-04,"Oceania",25
2024-01-11,"Africa",6
2024-01-11,"Americas",169
2024-01-11,"Asia",40
2024-01-11,"Europe",279
2024-01-11,"Oceania",12
2024-01-18,"Americas",145
2024-01-18,"Asia",25
2024-01-18,"Europe",302
2024-01-18,"Oceania",6
2024-01-25,"Africa",1
2024-01-25,"Americas",192
2024-01-25,"Asia",17
2024-01-25,"Europe",283
2024-01-25,"Oceania",10
2024-02-01,"Americas",188
2024-02-01,"Asia",19
2024-02-01,"Europe",225
2024-02-01,"Oceania",10
2024-02-08,"Africa",1
2024-02-08,"Americas",213
2024-02-08,"Asia",5
2024-02-08,"Europe",199
2024-02-08,"Oceania",4
2024-02-15,"Africa",1
2024-02-15,"Americas",222
2024-02-15,"Asia",12
2024-02-15,"Europe",174
2024-02-15,"Oceania",7
2024-02-22,"Africa",1
2024-02-22,"Americas",185
2024-02-22,"Asia",7
2024-02-22,"Europe",136
2024-02-22,"Oceania",11
2024-02-29,"Americas",113
2024-02-29,"Asia",11
2024-02-29,"Europe",76
2024-02-29,"Oceania",7
2024-03-07,"Americas",23
2024-03-07,"Asia",13
2024-03-07,"Europe",61
2024-03-07,"Oceania",3
2024-03-14,"Americas",1
2024-03-14,"Asia",6
2024-03-14,"Europe",33
2024-03-14,"Oceania",2
2024-03-21,"Europe",15
2024-03-28,"Europe",8
2024-04-04,"Europe",1
