"date","region","h1n1_seq"
2022-04-07,"Africa",3
2022-04-07,"Americas",2
2022-04-07,"Asia",2
2022-04-07,"Europe",74
2022-04-07,"Oceania",39
2022-04-14,"Africa",6
2022-04-14,"Asia",5
2022-04-14,"Europe",46
2022-04-14,"Oceania",33
2022-04-21,"Africa",15
2022-04-21,"Asia",1
2022-04-21,"Europe",37
2022-04-21,"Oceania",29
2022-04-28,"Africa",20
2022-04-28,"Americas",1
2022-04-28,"Asia",11
2022-04-28,"Europe",37
2022-04-28,"Oceania",27
2022-05-05,"Africa",9
2022-05-05,"Americas",5
2022-05-05,"Asia",8
2022-05-05,"Europe",36
2022-05-05,"Oceania",40
2022-05-12,"Africa",13
2022-05-12,"Asia",1
2022-05-12,"Europe",34
2022-05-12,"Oceania",48
2022-05-19,"Africa",20
2022-05-19,"Americas",2
2022-05-19,"Asia",3
2022-05-19,"Europe",20
2022-05-19,"Oceania",40
2022-05-26,"Africa",10
2022-05-26,"Americas",2
2022-05-26,"Europe",6
2022-05-26,"Oceania",22
2022-06-02,"Africa",18
2022-06-02,"Asia",3
2022-06-02,"Europe",13
2022-06-02,"Oceania",20
2022-06-09,"Africa",17
2022-06-09,"Asia",7
2022-06-09,"Europe",9
2022-06-09,"Oceania",24
2022-06-16,"Africa",8
2022-06-16,"Americas",2
2022-06-16,"Asia",4
2022-06-16,"Europe",5
2022-06-16,"Oceania",18
2022-06-23,"Africa",12
2022-06-23,"Americas",2
2022-06-23,"Asia",11
2022-06-23,"Europe",3
2022-06-23,"Oceania",16
2022-06-30,"Africa",6
2022-06-30,"Americas",11
2022-06-30,"Asia",14
2022-06-30,"Europe",2
2022-06-30,"Oceania",14
2022-07-07,"Africa",18
2022-07-07,"Asia",20
2022-07-07,"Europe",4
2022-07-07,"Oceania",9
2022-07-14,"Africa",9
2022-07-14,"Asia",8
2022-07-14,"Europe",9
2022-07-14,"Oceania",12
2022-07-21,"Africa",1
2022-07-21,"Americas",2
2022-07-21,"Asia",4
2022-07-21,"Europe",4
2022-07-21,"Oceania",9
2022-07-28,"Africa",4
2022-07-28,"Asia",6
2022-07-28,"Europe",5
2022-07-28,"Oceania",11
2022-08-04,"Africa",3
2022-08-04,"Americas",3
2022-08-04,"Asia",17
2022-08-04,"Europe",14
2022-08-04,"Oceania",2
2022-08-11,"Africa",2
2022-08-11,"Americas",2
2022-08-11,"Asia",9
2022-08-11,"Europe",13
2022-08-11,"Oceania",5
2022-08-18,"Africa",2
2022-08-18,"Americas",5
2022-08-18,"Asia",11
2022-08-18,"Europe",15
2022-08-18,"Oceania",8
2022-08-25,"Africa",4
2022-08-25,"Americas",7
2022-08-25,"Asia",10
2022-08-25,"Europe",30
2022-08-25,"Oceania",11
2022-09-01,"Africa",2
2022-09-01,"Americas",6
2022-09-01,"Asia",15
2022-09-01,"Europe",26
2022-09-01,"Oceania",11
2022-09-08,"Americas",10
2022-09-08,"Asia",18
2022-09-08,"Europe",20
2022-09-08,"Oceania",8
2022-09-15,"Africa",2
2022-09-15,"Americas",8
2022-09-15,"Asia",18
2022-09-15,"Europe",33
2022-09-15,"Oceania",9
2022-09-22,"Africa",5
2022-09-22,"Americas",26
2022-09-22,"Asia",29
2022-09-22,"Europe",40
2022-09-22,"Oceania",10
2022-09-29,"Africa",2
2022-09-29,"Americas",35
2022-09-29,"Asia",19
2022-09-29,"Europe",65
2022-09-29,"Oceania",15
2022-10-06,"Africa",6
2022-10-06,"Americas",41
2022-10-06,"Asia",29
2022-10-06,"Europe",89
2022-10-06,"Oceania",8
2022-10-13,"Africa",8
2022-10-13,"Americas",57
2022-10-13,"Asia",43
2022-10-13,"Europe",103
2022-10-13,"Oceania",5
2022-10-20,"Africa",6
2022-10-20,"Americas",52
2022-10-20,"Asia",36
2022-10-20,"Europe",139
2022-10-20,"Oceania",4
2022-10-27,"Africa",6
2022-10-27,"Americas",75
2022-10-27,"Asia",38
2022-10-27,"Europe",169
2022-10-27,"Oceania",3
2022-11-03,"Africa",1
2022-11-03,"Americas",109
2022-11-03,"Asia",44
2022-11-03,"Europe",79
2022-11-03,"Oceania",3
2022-11-10,"Africa",8
2022-11-10,"Americas",101
2022-11-10,"Asia",49
2022-11-10,"Europe",115
2022-11-10,"Oceania",6
2022-11-17,"Africa",9
2022-11-17,"Americas",93
2022-11-17,"Asia",57
2022-11-17,"Europe",181
2022-11-17,"Oceania",7
2022-11-24,"Africa",19
2022-11-24,"Americas",133
2022-11-24,"Asia",54
2022-11-24,"Europe",322
2022-11-24,"Oceania",4
2022-12-01,"Africa",25
2022-12-01,"Americas",186
2022-12-01,"Asia",35
2022-12-01,"Europe",436
2022-12-01,"Oceania",8
2022-12-08,"Africa",17
2022-12-08,"Americas",268
2022-12-08,"Asia",48
2022-12-08,"Europe",591
2022-12-08,"Oceania",7
2022-12-15,"Africa",17
2022-12-15,"Americas",218
2022-12-15,"Asia",58
2022-12-15,"Europe",624
2022-12-15,"Oceania",4
2022-12-22,"Africa",13
2022-12-22,"Americas",167
2022-12-22,"Asia",42
2022-12-22,"Europe",699
2022-12-22,"Oceania",17
2022-12-29,"Africa",21
2022-12-29,"Americas",156
2022-12-29,"Asia",58
2022-12-29,"Europe",451
2022-12-29,"Oceania",7
2023-01-05,"Africa",21
2023-01-05,"Americas",171
2023-01-05,"Asia",52
2023-01-05,"Europe",370
2023-01-05,"Oceania",15
2023-01-12,"Africa",15
2023-01-12,"Americas",113
2023-01-12,"Asia",54
2023-01-12,"Europe",359
2023-01-12,"Oceania",21
2023-01-19,"Africa",8
2023-01-19,"Americas",96
2023-01-19,"Asia",26
2023-01-19,"Europe",314
2023-01-19,"Oceania",6
2023-01-26,"Africa",12
2023-01-26,"Americas",89
2023-01-26,"Asia",17
2023-01-26,"Europe",238
2023-01-26,"Oceania",5
2023-02-02,"Africa",8
2023-02-02,"Americas",92
2023-02-02,"Asia",25
2023-02-02,"Europe",309
2023-02-02,"Oceania",7
2023-02-09,"Africa",21
2023-02-09,"Americas",99
2023-02-09,"Asia",33
2023-02-09,"Europe",246
2023-02-09,"Oceania",12
2023-02-16,"Africa",17
2023-02-16,"Americas",62
2023-02-16,"Asia",37
2023-02-16,"Europe",262
2023-02-16,"Oceania",12
2023-02-23,"Africa",18
2023-02-23,"Americas",58
2023-02-23,"Asia",58
2023-02-23,"Europe",183
2023-02-23,"Oceania",11
2023-03-02,"Africa",16
2023-03-02,"Americas",81
2023-03-02,"Asia",98
2023-03-02,"Europe",158
2023-03-02,"Oceania",11
2023-03-09,"Africa",11
2023-03-09,"Americas",66
2023-03-09,"Asia",73
2023-03-09,"Europe",158
2023-03-09,"Oceania",12
2023-03-16,"Africa",40
2023-03-16,"Americas",78
2023-03-16,"Asia",57
2023-03-16,"Europe",138
2023-03-16,"Oceania",15
2023-03-23,"Africa",27
2023-03-23,"Americas",88
2023-03-23,"Asia",41
2023-03-23,"Europe",91
2023-03-23,"Oceania",5
2023-03-30,"Africa",12
2023-03-30,"Americas",92
2023-03-30,"Asia",45
2023-03-30,"Europe",61
2023-03-30,"Oceania",11
2023-04-06,"Africa",15
2023-04-06,"Americas",99
2023-04-06,"Asia",65
2023-04-06,"Europe",61
2023-04-06,"Oceania",58
2023-04-13,"Africa",13
2023-04-13,"Americas",136
2023-04-13,"Asia",45
2023-04-13,"Europe",56
2023-04-13,"Oceania",37
2023-04-20,"Africa",6
2023-04-20,"Americas",94
2023-04-20,"Asia",34
2023-04-20,"Europe",48
2023-04-20,"Oceania",29
2023-04-27,"Africa",9
2023-04-27,"Americas",139
2023-04-27,"Asia",35
2023-04-27,"Europe",42
2023-04-27,"Oceania",21
2023-05-04,"Africa",7
2023-05-04,"Americas",155
2023-05-04,"Asia",27
2023-05-04,"Europe",13
2023-05-04,"Oceania",32
2023-05-11,"Africa",13
2023-05-11,"Americas",123
2023-05-11,"Asia",27
2023-05-11,"Europe",42
2023-05-11,"Oceania",52
2023-05-18,"Africa",5
2023-05-18,"Americas",160
2023-05-18,"Asia",18
2023-05-18,"Europe",24
2023-05-18,"Oceania",71
2023-05-25,"Africa",3
2023-05-25,"Americas",142
2023-05-25,"Asia",18
2023-05-25,"Europe",29
2023-05-25,"Oceania",71
2023-06-01,"Africa",5
2023-06-01,"Americas",123
2023-06-01,"Asia",13
2023-06-01,"Europe",15
2023-06-01,"Oceania",95
2023-06-08,"Africa",9
2023-06-08,"Americas",133
2023-06-08,"Asia",22
2023-06-08,"Europe",8
2023-06-08,"Oceania",93
2023-06-15,"Africa",14
2023-06-15,"Americas",160
2023-06-15,"Asia",9
2023-06-15,"Europe",10
2023-06-15,"Oceania",100
2023-06-22,"Africa",6
2023-06-22,"Americas",150
2023-06-22,"Asia",23
2023-06-22,"Europe",10
2023-06-22,"Oceania",100
2023-06-29,"Africa",6
2023-06-29,"Americas",132
2023-06-29,"Asia",22
2023-06-29,"Europe",11
2023-06-29,"Oceania",96
2023-07-06,"Africa",8
2023-07-06,"Americas",151
2023-07-06,"Asia",53
2023-07-06,"Europe",12
2023-07-06,"Oceania",88
2023-07-13,"Africa",12
2023-07-13,"Americas",114
2023-07-13,"Asia",50
2023-07-13,"Europe",9
2023-07-13,"Oceania",55
2023-07-20,"Africa",11
2023-07-20,"Americas",121
2023-07-20,"Asia",36
2023-07-20,"Europe",9
2023-07-20,"Oceania",35
2023-07-27,"Africa",13
2023-07-27,"Americas",107
2023-07-27,"Asia",44
2023-07-27,"Europe",12
2023-07-27,"Oceania",40
2023-08-03,"Africa",22
2023-08-03,"Americas",67
2023-08-03,"Asia",34
2023-08-03,"Europe",13
2023-08-03,"Oceania",38
2023-08-10,"Africa",17
2023-08-10,"Americas",59
2023-08-10,"Asia",33
2023-08-10,"Europe",15
2023-08-10,"Oceania",14
2023-08-17,"Africa",8
2023-08-17,"Americas",46
2023-08-17,"Asia",25
2023-08-17,"Europe",19
2023-08-17,"Oceania",12
2023-08-24,"Africa",7
2023-08-24,"Americas",45
2023-08-24,"Asia",30
2023-08-24,"Europe",14
2023-08-24,"Oceania",9
2023-08-31,"Africa",4
2023-08-31,"Americas",65
2023-08-31,"Asia",40
2023-08-31,"Europe",21
2023-08-31,"Oceania",19
2023-09-07,"Africa",15
2023-09-07,"Americas",73
2023-09-07,"Asia",52
2023-09-07,"Europe",20
2023-09-07,"Oceania",15
2023-09-14,"Africa",11
2023-09-14,"Americas",66
2023-09-14,"Asia",53
2023-09-14,"Europe",17
2023-09-14,"Oceania",17
2023-09-21,"Africa",19
2023-09-21,"Americas",84
2023-09-21,"Asia",62
2023-09-21,"Europe",31
2023-09-21,"Oceania",8
2023-09-28,"Africa",7
2023-09-28,"Americas",79
2023-09-28,"Asia",74
2023-09-28,"Europe",25
2023-09-28,"Oceania",16
2023-10-05,"Africa",9
2023-10-05,"Americas",91
2023-10-05,"Asia",65
2023-10-05,"Europe",39
2023-10-05,"Oceania",16
2023-10-12,"Africa",8
2023-10-12,"Americas",74
2023-10-12,"Asia",58
2023-10-12,"Europe",55
2023-10-12,"Oceania",13
2023-10-19,"Africa",4
2023-10-19,"Americas",96
2023-10-19,"Asia",54
2023-10-19,"Europe",58
2023-10-19,"Oceania",18
2023-10-26,"Africa",4
2023-10-26,"Americas",126
2023-10-26,"Asia",38
2023-10-26,"Europe",93
2023-10-26,"Oceania",9
2023-11-02,"Africa",2
2023-11-02,"Americas",147
2023-11-02,"Asia",40
2023-11-02,"Europe",122
2023-11-02,"Oceania",33
2023-11-09,"Africa",3
2023-11-09,"Americas",210
2023-11-09,"Asia",39
2023-11-09,"Europe",157
2023-11-09,"Oceania",33
2023-11-16,"Africa",1
2023-11-16,"Americas",230
2023-11-16,"Asia",42
2023-11-16,"Europe",203
2023-11-16,"Oceania",11
2023-11-23,"Africa",1
2023-11-23,"Americas",209
2023-11-23,"Asia",30
2023-11-23,"Europe",214
2023-11-23,"Oceania",2
2023-11-30,"Americas",297
2023-11-30,"Asia",28
2023-11-30,"Europe",310
2023-11-30,"Oceania",12
2023-12-07,"Africa",1
2023-12-07,"Americas",360
2023-12-07,"Asia",43
2023-12-07,"Europe",467
2023-12-07,"Oceania",10
2023-12-14,"Africa",4
2023-12-14,"Americas",472
2023-12-14,"Asia",34
2023-12-14,"Europe",656
2023-12-14,"Oceania",6
2023-12-21,"Africa",2
2023-12-21,"Americas",488
2023-12-21,"Asia",19
2023-12-21,"Europe",645
2023-12-21,"Oceania",6
2023-12-28,"Americas",387
2023-12-28,"Asia",24
2023-12-28,"Europe",717
2023-12-28,"Oceania",4
2024-01-04,"Africa",1
2024-01-04,"Americas",362
2024-01-04,"Asia",30
2024-01-04,"Europe",682
2024-01-04,"Oceania",14
2024-01-11,"Africa",6
2024-01-11,"Americas",323
2024-01-11,"Asia",24
2024-01-11,"Europe",621
2024-01-11,"Oceania",3
2024-01-18,"Americas",242
2024-01-18,"Asia",16
2024-01-18,"Europe",539
2024-01-18,"Oceania",7
2024-01-25,"Africa",2
2024-01-25,"Americas",247
2024-01-25,"Asia",8
2024-01-25,"Europe",588
2024-01-25,"Oceania",5
2024-02-01,"Americas",264
2024-02-01,"Asia",9
2024-02-01,"Europe",577
2024-02-01,"Oceania",6
2024-02-08,"Americas",249
2024-02-08,"Asia",5
2024-02-08,"Europe",484
2024-02-08,"Oceania",8
2024-02-15,"Americas",217
2024-02-15,"Asia",5
2024-02-15,"Europe",451
2024-02-15,"Oceania",1
2024-02-22,"Americas",192
2024-02-22,"Asia",4
2024-02-22,"Europe",298
2024-02-22,"Oceania",9
2024-02-29,"Americas",136
2024-02-29,"Asia",3
2024-02-29,"Europe",188
2024-02-29,"Oceania",3
2024-03-07,"Americas",27
2024-03-07,"Asia",4
2024-03-07,"Europe",56
2024-03-14,"Americas",1
2024-03-14,"Asia",9
2024-03-14,"Europe",32
2024-03-21,"Americas",1
2024-03-21,"Asia",5
2024-03-21,"Europe",15
2024-03-28,"Europe",7
