var,epoch,region,mean,sd,hdi_5%,hdi_95%,hdi_2.5%,hdi_97.5%
air-traffic,pre,Oceania,0.4356897544742152,0.053549859325338546,0.3469424740312695,0.5218589137523781,0.33489169902179755,0.5438543980495978
air-traffic,pos,Western Asia,0.4802361116899758,0.11576877963449311,0.2871271985531677,0.6653555410928182,0.25192342643167775,0.7084415806966851
air-traffic,pan2,Western Asia,0.3877782520474633,0.07359906527567882,0.2626223973206347,0.503398032200801,0.24008178246695835,0.5272319031436744
air-traffic,pan1,Western Asia,0.3576241564339096,0.06823254441003826,0.2483037458826207,0.47089678695277287,0.22938437565794867,0.4956991027371814
air-traffic,pre,Western Asia,0.4756295242997585,0.06488040955133773,0.36504394711917204,0.5782206608943964,0.3445520702064984,0.5985056680634563
air-traffic,pos,South America,0.5730045448269432,0.11382038481597226,0.3964054236823904,0.7667728563585887,0.3533491732965037,0.7952435542880827
air-traffic,pan2,South America,0.40552334176992555,0.07657705914035938,0.2808250649360546,0.5311745629908596,0.2604627174791154,0.5605728521844305
air-traffic,pan1,South America,0.7635190810358365,0.0920402164937834,0.6164507428939391,0.9175072284671635,0.5877021250486837,0.9494173610020081
air-traffic,pre,South America,0.41195038062497397,0.05982695224750917,0.31432896533380844,0.5099924102891463,0.29875129328071715,0.5359544406561617
air-traffic,pos,South China,0.6491526196955643,0.12540084995188922,0.4367194796299743,0.8476389095359844,0.39822062325388946,0.8885245322738161
air-traffic,pan2,South China,0.719542569111657,0.08570987260752658,0.5799433799861413,0.8587535631499522,0.5581466921338066,0.8920123848584377
air-traffic,pan1,South China,0.5589599092652645,0.1065107211163229,0.38617739882491414,0.7339284864793982,0.35948570601856583,0.771309294717533
air-traffic,pre,South China,0.4242483495068623,0.05855339859721237,0.3248770746832786,0.5184198145629009,0.30883801564577645,0.5413385349231794
air-traffic,pos,South-eastern Asia,0.5149393294376173,0.1281693288620148,0.30338779101860247,0.7217771635995154,0.26750920496205954,0.7681748204849597
air-traffic,pan2,South-eastern Asia,0.3826455222813373,0.06761757591919476,0.26983827911705355,0.4921255975561792,0.24570664220830019,0.5086558958649776
air-traffic,pan1,South-eastern Asia,0.40991411334918415,0.07233259030158767,0.28980599287451464,0.5251961330628369,0.2707637967456156,0.5509898291236592
air-traffic,pre,South-eastern Asia,0.44460408836195675,0.057698128064788724,0.3474322308075505,0.5358479106151005,0.3335103588976484,0.5593273574227302
air-traffic,pos,Southern Asia,0.610967632175905,0.11313299849901477,0.4315692415672234,0.8041480512379438,0.3883833195482584,0.8276088390896144
air-traffic,pan2,Southern Asia,0.48484069226393184,0.07491578846780614,0.3665146236638377,0.6126434477627761,0.33173207188616943,0.6244377838669454
air-traffic,pan1,Southern Asia,0.8120290923580026,0.09828214519842417,0.6609493307496904,0.9868676540390506,0.6251800862474896,1.0073302389739307
air-traffic,pre,Southern Asia,0.43375674410454906,0.06056809135162818,0.3334035481087187,0.5298542091222315,0.31659892656835026,0.5505424235308468
air-traffic,pos,Russia,0.42272298044599227,0.12112003160784962,0.22092339151827356,0.6178250319906482,0.18260140865159136,0.6532063861743809
air-traffic,pan2,Russia,0.34694044056784706,0.07785215547292305,0.21847122840552965,0.47238362250867105,0.19640880471983047,0.5014217763030068
air-traffic,pan1,Russia,0.43494282999284106,0.09179031029272901,0.28096593278508314,0.5824300681227536,0.2628191255908029,0.6199007148387983
air-traffic,pre,Russia,0.40251899969511473,0.0637088499739192,0.2980323658688966,0.5070021093660605,0.27517123541553024,0.5254133544424872
air-traffic,pos,Europe,0.47922677652466583,0.11653378180444157,0.29761754475386937,0.6765448369911634,0.2520225963498006,0.7051786102773763
air-traffic,pan2,Europe,0.3817320005689568,0.07032517570779948,0.26775481414990454,0.49656803889478,0.24394575245528474,0.5149765975455678
air-traffic,pan1,Europe,0.47461848303626625,0.06967604759505495,0.3592798385653197,0.5860072813633043,0.3354151482217765,0.6057739333842311
air-traffic,pre,Europe,0.4430786026309059,0.0603157797524325,0.34262152637447085,0.5406275625492836,0.32910537084350305,0.5650647213986296
